doc_id	source	sentiment	year_published	bias	cluster_label	sentence	lemmatized_sent
265219014	Delo	positive	2015	left	2	Key West si močno prizadeva ohraniti imidž ekscentričnosti , ki se ga drži vse od velike gospodarske krize .	key west se mocno prizadevati ohraniti imidz ekscentricnost , ki se on drzati ves od velik gospodarski kriza .
284056093	Delo	neutral	2015	left	2	Močno se je zavzemal za reševanje krize v Darfurju , organiziral proteste v Južnem Sudanu in bil zaradi tega celo aretiran , pomagal je zbirati donacije po potresu na Haitiju , bil del boja za pravice istospolno usmerjenih . . .	mocno se biti zavzemati za resevanje kriza v darfur , organizirati protest v juznem sudan in biti zaradi ta celo aretiran , pomagati biti zbirati donacija po potres na haitij , biti del boj za pravica istospolno usmerjen . . .
504695039	Delo	neutral	2016	left	2	Dokumentarni filmi so v zadnjih letih zaradi krize uveljavljenih medijev , ki si , podvrženi čedalje hujšim finančnim omejitvam , vse težje privoščijo poglobljeno spremljanje kompleksnih zgodb in njihovega zakulisja , v nekaterih prvinah prevzeli zastavo raziskovalnega novinarstva .	dokumentarna film biti v zadnji leto zaradi kriza uveljavljen medij , ki se , podvrzen cedalje hussima financen omejitev , ves tezko privoscija poglobljena spremljanje kompleksen zgodba in njihov zakulisje , v nekateri prvina prevzeti zastava raziskovalna novinarstvo .
263360640	Delo	neutral	2015	left	2	V časih gospodarske , finančne , socialne krize se ukvarjajo z istospolnimi partnerskimi skupnostmi , namesto da bi se s ključnimi vprašanji prihodnosti , je razmišljal Marjan Pojbič ( SDS ) , ki je zgrožen nad možnostjo , da sam ne bi mogel posvojiti svoje vnukinje , če bi se njenim staršem kaj zgodilo , lahko pa bi jo istospolni par .	v cas gospodarski , financen , socialen kriza se ukvarjati z istospoln partnerski skupnost , namesto da biti se z kljucen vprasanje prihodnost , biti razmisljati marjan pojbic ( sds ) , ki biti zgrozen nad moznost , da sam ne biti moci posvojit svoj vnukinja , ce biti se njen stars kaj zgoditi , lahko pa biti on istospoln par .
1050846711	Delo	positive	2019	left	2	Moje lastne boleče izkušnje mi skupaj s terapevtsko izobrazbo omogočajo , da posamezniku ali paru , ki pride k meni po pomoč , pomagam uspešno prestati življenjske krize , tako da v njih raste in se bogati .	moj lasten bolec izkusnja jaz skupaj z terapevtska izobrazba omogocati , da posameznik ali paru , ki priti k jaz po pomoc , pomagati uspesno prestati zivljenjski kriza , tako da v on rasti in se bogat .
351097863	Delo	negative	2015	left	2	Še vedno mukoma procesiramo vse letošnje krize , ki so se zlile v eno , globalno .	se vedno muk procesiramo ves letosnji kriza , ki biti se zlila v en , globalno .
1149704172	Delo	negative	2019	left	2	Digitalizacija zavzema vse vidike našega življenja , vojne in terorizem prinašajo migracije , podnebne spremembe ogrožajo naš planet in vse moramo narediti , da te krize premagamo , verjame nemška kanclerka .	digitalizacija zavzemati ves vidik nas zivljenje , vojna in terorizem prinasati migracija , podneben sprememba ogrozaja nas planet in ves morati narediti , da ta kriza premaga , verjeti nemski kanclerka .
351097863	Delo	negative	2015	left	2	Po šestih letih evropske krize se volivci v največjih evropskih državah obračajo v konservativno smer : v Britaniji je spomladi oblast presenetljivo utrdil premier David Cameron , na Poljskem se je jeseni vrnila nacionalkonservativna garnitura Jaroslawa Kaczynskega , Francija se obrača v desno .	po sest leto evropski kriza se volivec v velik evropski drzava obracaj v konservativno smer : v britanija biti spomladi oblast presenetljiv utrdilo premier david cameron , na poljsko se biti jeseni vrniti nacionalkonservativna garnitura jaroslawa kaczynski , francija se obracati v desno .
271678820	Delo	positive	2015	left	2	Govori o tem , da je za Američani težko obdobje gospodarske krize , a da so jo premagali .	govoriti o ta , da biti za american tezek obdobje gospodarski kriza , a da biti on premagati .
1231505705	Delo	neutral	2019	left	2	V Globusu o Italiji , državi , ki še ene finančne krize ne bo preživela , a je hkrati prevelika , da propade .	v globus o italija , drzava , ki se en financen kriza ne biti preziveti , a biti hkrati prevelika , da propad .
259091987	Delo	neutral	2015	left	2	Žal smo priča brutalizaciji , ki je posledica kazenske reforme Lovra Šturma , krize in prepričanja privilegiranih politično - finančnih surferjev , da jim pritiče še več vsega .	zal biti prica brutalizacija , ki biti posledica kazenski reforma lovra sturma , kriza in prepricanje privilegiran politicen - financen surfer , da on pritic se vec ves .
275911878	vecer.com	neutral	2015	left	2	Smo že iz krize ?	biti ze iz kriza ?
275911878	vecer.com	neutral	2015	left	2	Še leta smo se v politiki kregali , zakaj je do krize prišlo , in ob zunanjih dejavnikih različno interpretirali vzroke slovenske šibkosti v njej .	se leto biti se v politika kregali , zakaj biti do kriza priti , in ob zunanji dejavnik razlicno interpretirati vzrok slovenski sibkost v on .
325116212	Delo	negative	2015	left	2	Marsikdo se je danes najbrž spraševal , ali bi lahko odločitev ustavnega sodišča , da dopusti referendum o izenačitvi pravic istospolnih parov ter partnerstev moškega in ženske , prišla ob bolj nepravem času , v času begunske krize .	marsikdo se biti danes najbrz sprasevati , ali biti lahko odlocitev ustaven sodisce , da dopust referendum o izenacitev pravica istospolen par ter partnerstvo moski in zenska , priti ob bolj nepravi cas , v cas begunska kriza .
369495056	Delo	neutral	2016	left	2	Hkrati sem šel v tistem obdobju skozi proces osebnostne krize , začutil sem , da mi v življenju propadajo določeni odnosi prav zaradi prevelike posvečenosti gledališču .	hkrati biti iti v tisti obdobje skozi proces osebnosten kriza , zacutiti biti , da jaz v zivljenje propadaja dolocen odnos prav zaradi prevelik posvecenost gledalisce .
541331058	vecer.com	neutral	2016	left	2	Po osmih letih republikanca Georgea W. Busha na čelu ZDA se je zdelo , da gospodarsko in vojaško najmočnejša država pada v novo obdobje Velike krize , kakršno je doživljala v letih 1929 - 1933 : brezposelnost je pobezljala , nepremičninski trg je bil mrtev , ljudje so bili apatični . . .	po osem leto republikanca george w . bush na celo zda se biti zdeti , da gospodarski in vojaski majmocenes drzava padati v nov obdobje velik kriza , kakrsen biti dozivljala v leto 1929 - 1933 : brezposelnost biti pobezljala , nepremicninski trg biti biti mrtev , clovek biti biti apaticna . . .
455529339	vecer.com	neutral	2016	left	2	Sredi hude vladne krize , ko je Hrvaška praktično pred predčasnimi volitvami , pa so parado ponosa v Zagrebu izkoristili tudi opozicijski politiki prejšnje levosredinske vlade .	sredi hud vladen kriza , ko biti hrvaski prakticno pred predcasn volitev , pa biti parada ponos v zagreb izkoristiti tudi opozicijski politika prejsnji levosredinski vlada .
1133945978	Delo	neutral	2019	left	2	Ne kaže pozabiti , da je projekt potekal v finančno neprijetnem in politično izjemno občutljivem času velike grške krize , ko ni bilo ne prostora ne posluha in večinoma niti ne realnih možnosti za alternativne energetske in okoljske projekte .	ne kazati pozabiti , da biti projekt potekati v financen neprijeten in politicen izjemno obcutljivo cas velik grska kriza , ko biti biti ne prostor ne posel in vecinoma niti ne realnoh moznost za alternativen energetska in okoljska projekt .
394993880	Delo	neutral	2016	left	2	Ta ni dolgo trajala , saj se je po dveh letih vladanja sesula zaradi različnih pogledov na reševanje grške finančne krize .	ta biti dolgo trajati , saj se biti po dva leto vladanje sesula zaradi razlicen pogled na resevanje grska financen kriza .
415843137	Delo	positive	2016	left	2	Kongres IDS : Mesec o uspehih in preizkušnji begunske krize .	kongres ids : mesec o uspeh in preizkusnja begunska kriza .
415939526	Delo	neutral	2016	left	2	Preizkušnja begunske krize Po njegovih besedah so uspešno nastopili proti privatizaciji in prispevali k ustavitvi prodaje Telekoma , 32.000 otrokom omogočili subvencionirana kosila v osnovnih šolah , pripomogli k odpravi anomalij pri minimalni plači ter uredili industrijsko rabo konoplje .	preizkusnja begunska kriza po njegov beseda biti uspesno nastopiti proti privatizacija in prispevati k ustavitev prodaja telekom , 32 . 000 otrok omogociti subvencioniran kosilo v osnoven sola , pripomoci k odprava anomalij pri minimalen placa ter urediti industrijsko raba konoplja .
415843137	Delo	positive	2016	left	2	Preizkušnja begunske krize Po njegovih besedah so uspešno nastopili proti privatizaciji in doprinesli k ustavitvi prodaje Telekoma , 32.000 otrokom omogočili subvencionirana kosila v osnovnih šolah , pripomogli k odpravi anomalij pri minimalni plači ter uredili industrijsko rabo konoplje .	preizkusnja begunska kriza po njegov beseda biti uspesno nastopiti proti privatizacija in doprinesel k ustavitev prodaja telekom , 32 . 000 otrok omogociti subvencioniran kosilo v osnoven sola , pripomoci k odprava anomalij pri minimalen placa ter urediti industrijsko raba konoplja .
1378722350	Delo	positive	2019	left	2	Velja za velikega borca za družbeno pravičnost , ki med svoje pripritete postavlja reševanje migrantske krize , in za skromnega papeža , ki se denimo prevaža v fordu focusu , lamborghinija , ki ga je v dar lani prejel od proizvajalca in je vreden približno 300.000 evrov , pa je podaril v dobrodelne namene .	veljati za velika borec za druzbeno pravicnost , ki med svoj pripriteta postavljati resevanje migrantska kriza , in za skromneg papez , ki se deti prevaza v ford focus , lamborghinija , ki on biti v dar lani prejeti od proizvajalec in biti vreden priblizno 300 . 000 evro , pa biti podariti v dobrodelen namen .
438504449	Delo	neutral	2016	left	2	Opozarja na nezadostno teološko razumevanje moralne krize sodobne civilizacije in graja odpor do nujnih prilagoditev .	opozar na nezadostno teoloska razumevanje moralna kriza sodoben civilizacija in graj odpor do nujni prilagoditev .
572805790	Delo	neutral	2016	left	2	Z Davidom sva lani padla v srčiko begunske krize v Grčiji , ko sva šla na počitnice na otok Lesbos .	z david biti lani pasti v srcika begunska kriza v grcija , ko biti iti na pocitnice na otok lesbos .
571066515	Delo	neutral	2016	left	2	Šok prvih mesecev begunske krize je bil prevelik , da bi se pravi borci proti selitvi čez Balkan organizirali .	sok prvi mesec begunska kriza biti biti prevelik , da biti se praviti borec proti selitev cez balkan organizirati .
571066515	Delo	neutral	2016	left	2	Ker je južna in vzhodna okolica Unije bolj ali manj razsuta , možnosti za ponovitev lanske letošnje krize ne bo mogoče nikoli , ali pa vsaj še desetletja , odpisati .	ker biti juzna in vzhodna okolica unija bolj ali manj razsut , moznost za ponovitev lanski letosnji kriza ne biti mogoc nikoli , ali pa vsaj se desetletje , odpisati .
571066515	Delo	neutral	2016	left	2	Živahno na desnici Čeprav se zdi , da je čas begunske krize in negotovosti po njej idealno gojišče za rast skrajne desnice , je Slovenija v evropskem okvirju precej redka izjema .	zivahna na desnica ceprav se zdeti , da biti cas begunska kriza in negotovost po on idealno gojisce za rast skrajna desnica , biti slovenija v evropski okvir precej redek izjema .
460338370	Delo	neutral	2016	left	2	Migrant pa je generični izraz , ki so ga približno sredi begunske krize za vse begunce začeli uporabljati Grims in njemu podobni .	migrant pa biti genericna izraz , ki biti on priblizno sredi begunska kriza za ves begunec zaceti uporabljati grims in on podoben .
504818659	Delo	positive	2016	left	2	Norveška se tako kot druge evropske države že nekaj časa spopada s širjenjem protimigrantskega razpoloženja , hkrati pa poskuša storiti čim več za integracijo okoli 30.000 pribežnikov , ki so se v času begunske krize zatekli na njeno ozemlje .	norveska se tako kot drug evropski drzava ze nekaj cas spopadati z sirjenje protimigrantski razpolozenje , hkrati pa poskusati storiti cim vec za integracija okoli 30 . 000 pribeznik , ki biti se v cas begunska kriza zateci na njen ozemlje .
574405901	vecer.com	neutral	2016	left	2	Reform ni , komaj se izvija iz gospodarske krize , soočena pa je s številnimi drugimi problemi .	reforma biti , komaj se izvija iz gospodarski kriza , soocen pa biti z stevilen drug problem .
574497253	Delo	neutral	2016	left	2	Voditelji brez skrupulov na raznih koncih sveta izrabljajo strahove in gospodujejo z demagogijo , tudi najbolj utrjene demokracije klonijo pod težo ksenofobne politike in ekonomske krize in se pomikajo vzvratno .	voditelji brez skrupul na razen konec svet izrabljaj strah in gospodojej z demagogija , tudi najbolj utrjen demokracija klonija pod teza ksenofobna politika in ekonomski kriza in se pomikaja vzvratno .
574497253	Delo	neutral	2016	left	2	Izvoljenega avtokrata Zahod tolerira , ker ohranja vsaj nekaj stabilnosti , Evropa ga obravnava v rokavicah , saj je ključar begunske krize , z njim se gre čudno trgovino , v kateri ne more dobiti .	izvoljeneg avtokrat zahod tolerira , ker ohranjati vsaj nekaj stabilnost , evropa on obravnavati v rokavica , saj biti kljucar begunska kriza , z on se iti cuden trgovina , v kateri ne moci dobiti .
365604547	Delo	negative	2016	left	2	V senatu se začenja debata o enakopravnosti istospolnih parov , kar se zdi imenitna dimna zavesa v času politične in gospodarske krize .	v senat se zacenjati debata o enakopravnost istospolen par , kar se zdeti imenitna dimna zavesa v cas politicen in gospodarski kriza .
429449086	Delo	negative	2016	left	2	Smrt Rocka Hudsona je bila za dojemanje , razumevanje , soočanje in sprejemanje aidsa to , kar je bila za dojemanje , razumevanje , soočanje in sprejemanje begunske krize podoba utopljenega triletnega dečka Alana Kurdija na turški obali .	smrt rocka hudson biti biti za dojemanje , razumevanje , soocanje in sprejemanje aidsa ta , kar biti biti za dojemanje , razumevanje , soocanje in sprejemanje begunska kriza podoba utopljeneg trileten decka alan kurdija na tursek obala .
551302835	Delo	neutral	2016	left	2	V časopisju so Fillona že začeli razglašati za francosko različico Margaret Thatcher , ki je prišla na oblast po dolgih letih krize na Otoku .	v casopisje biti fillona ze zaceti razglasati za francoski razlicica margaret thatcher , ki biti priti na oblast po dolg leto kriza na otok .
742928656	Delo	neutral	2017	left	2	Svet spremenljivosti , negotovosti , krize , večpomenskosti Svetovni miselni tanki se sklicujejo na aktualno kratico V ( olatility ) U( ncertainty ) C( rises ) A( ambiguity ) .	svet spremenljivost , negotovost , kriza , vecpomenskost svetoven miseln tanka se sklicujeja na aktualna kratica v ( olatility ) u ( ncertainty ) c ( rises ) a ( ambiguity ) .
590779030	vecer.com	neutral	2017	left	2	Ali naj se javnost pusti zapeljati političnemu razdiranju ob spremembi zakonodaje , ki nastaja v zelo kompleksnem kontekstu krize članstva tako velike članske organizacije , kot je Evropska unija ?	ali naj se javnost pustiti zapeljati politicne razdiranje ob sprememba zakonodaja , ki nastajati v zelo kompleksen kontekst kriza clanstvo tako velik clanska organizacija , kot biti evropski unija ?
647716445	Delo	neutral	2017	left	2	Kljub temu stikov med državnikoma ne primanjkuje , saj ocenjujejo , da sta se po izbruhu ukrajinske krize po telefonu pogovarjala več kot petdesetkrat .	kljub ta stik med drzavnik ne primanjkovati , saj ocenjevati , da biti se po izbruh ukrajinski kriza po telefon pogovarjati vec kot petdesetkrat .
678067210	Delo	negative	2017	left	2	Dve leti po izbruhu begunske krize v Nemčiji je učinek Merkel spet v polnem zamahu .	dva leto po izbruh begunska kriza v nemcija biti ucinek merkel spet v poln zamah .
1168666672	vecer.com	neutral	2019	left	2	Bilo je približno tri leta po izbruhu velike migrantske krize in opozoril je na realno nevarnost , da se spodbujanje k nasilju sprevrže zdaj v nasilje nad migranti muslimani .	biti biti priblizno trije leto po izbruh velik migrantska kriza in opozoriti biti na realen nevarnost , da se spodbujanje k nasilje sprevreci zdaj v nasilje nad migrant musliman .
746595287	vecer.com	neutral	2017	left	2	Leta 2006 se je zaradi denarne krize zaposlila v nekem avstrijskem bordelu .	leto 2006 se biti zaradi denaren kriza zaposliti v nek avstrijski bordel .
641146516	Dnevnik	positive	2017	left	2	Leta 1973 je nastal igrani dokumentarec A Bigger Splash , poimenovan po umetnikovi najslavnejši sliki , ki ga prikazuje v dramatični luči , kot nepredvidljivega zvezdnika sredi ustvarjalne krize .	leto 1973 biti nastati igran dokumentarec a bigger splash , poimenovan po umetnik novelaven slika , ki on prikazovati v dramaticn luc , kot nepredvidljiv zvezdnik sredi ustvarjalen kriza .
1153045280	Delo	neutral	2019	left	2	Nič hudega sluteča avanturista sta kar naenkrat sredi zapletene diplomatske krize .	nic hudeg sluteca avanturist biti kar naenkrat sredi zapletena diplomatska kriza .
6227010790	Delo	neutral	2020	left	2	Kralj je te dni v tujini , v Bangkoku pa je vse bolj prisotno ozračje globoke politične krize , in to zato , ker so ustavne spremembe in Prajutov odstop soglasno zahtevali vsi : tako pripadniki gibanja rdečih srajc kot feministi in študenti , seveda pa tudi številni člani skupnosti LGBTQ + .	kralj biti ta dan v tujina , v bangkok pa biti ves bolj prisotno ozracje globok politicen kriza , in ta zato , ker biti ustavna sprememba in prajut odstop soglasno zahtevati ves : tako pripadnik gibanje rdec srajca kot feminist in student , seveda pa tudi stevilen clan skupnost lgbt + .
616022426	Dnevnik	neutral	2017	left	2	Ima pa tako predsednik stranke SD Židan kot seveda tudi stranka jasno stališče tudi do migrantske krize in beguncev .	imeti pa tako predsednik stranka sd zidan kot seveda tudi stranka jasen stalisce tudi do migrantska kriza in begunec .
759710881	Delo	neutral	2017	left	2	Predvsem pa je razprl izjemno družbeno panoramo Berlina , v katerem se bo takrat ena najmodernejših družb tako rekoč sredi kulturnega , političnega in socialnega preporoda pod težo populizma , radikalnih političnih struj in finančne krize sesula v fašizem .	predvsem pa biti razprl izjemno druzbeno panorama berlin , v kateri se biti takrat en namernernejse druzba tako rekoc sredi kulturen , politicen in socialen preporod pod teza populizem , radikalni politicen struj in financen kriza sesula v fasizem .
654630033	vecer.com	neutral	2017	left	2	Kljub drugačnim obljubam leta 2012 mu države ni uspelo popeljati iz krize ,	kljub drugacen obljuba leto 2012 on drzava biti uspeti popeljat iz kriza ,
594989721	Dnevnik	neutral	2017	left	2	Denimo , da kot medijski konzument zaznate , da je neki ugleden zahodni ali tudi slovenski mainstreamovski medij ves čas grške finančne krize dosledno zastopal stališča proti omilitvi varčevalnih ukrepov , ki so Grkom povzročali strahotno trpljenje .	denimo , da kot medijski konzument zaznat , da biti nek ugleden zahoden ali tudi slovenski mainstreamovski medij ves cas grska financen kriza dosledno zastopal stalisce proti omilitev varcevalni ukrep , ki biti grk povzrocati strahotno trpljenje .
581767997	Dnevnik	neutral	2017	left	2	Da Združene države ne bodo več govorile z govorico vojaške premoči in da ne bodo vsake krize reševale z bombardiranjem Iraka .	da zdruzen drzava ne biti vec govorile z govorica vojaski premoc in da ne biti vsak kriza resevala z bombardiranje irak .
700891219	vecer.com	neutral	2017	left	2	A ko posledice šibke države in neoliberalnih interesov pripeljejo do finančne krize ali do računov za TEŠ 6 , je vseeno spet država tista , ki mora vse reševati .	a ko posledica sibek drzava in neoliberalni interes pripeljati do financen kriza ali do racun za tes 6 , biti vseeno spet drzava tisti , ki morati ves resevati .
596877701	Delo	positive	2017	left	2	Minimalistična Diareja je svojevrstna kronika obdobja od jugoslovanske krize in razpada države do porodnih krčev in političnih anomalij samostojne Slovenije .	minimalisticna diareja biti svojevrstno kronika obdobje od jugoslovanski kriza in razpad drzava do porodno krc in politicen anomalij samostojen slovenija .
582060192	Delo	neutral	2017	left	2	Akcent na obravnavanju spolne diskriminacije Večina ljudi , ki sem jim povedal , da bom delal Medejo , je pričakovala , da jo bom postavil v kontekst trenutne begunske krize , saj je Medeja tujec na različnih ravneh .	akcent na obravnavanje spolen diskriminacija vecina clovek , ki biti on povedati , da biti delati medej , biti pricakovati , da on biti postaviti v kontekst trenuten begunska kriza , saj biti medej tujec na razlicen raven .
595901567	vecer.com	negative	2017	left	2	Kakšne odgovore sploh lahko ponudi v svetu , ki je v času hude krize ?	kaksen odgovor sploh lahko ponuditi v svet , ki biti v cas hud kriza ?
833162853	vecer.com	neutral	2018	left	2	Toda že v njej je opazno , kako Merklova , kljub volji , no , bolj voljnosti , ni več , kar je bila , ko so ji nadeli vzdevek Mutti , mamica , saj je Nemce obvarovala pred najhujšimi udarci globalne krize .	toda ze v on biti opazna , kako merklova , kljub volja , no , bolj voljnost , biti vec , kar biti biti , ko biti on nadeli vzdevek mutti , mamica , saj biti nemce obvarovalo pred najhu udarec globalna kriza .
6350579471	Dnevnik	neutral	2020	left	2	Medgeneracijskim učinkom se potem pridružijo učinki obdobja , ekonomske krize , recimo , ki vse generacije naredijo bolj materialistične , kar se dogaja danes .	medgeneracijski ucinek se potem pridruzija ucinek obdobje , ekonomski kriza , reci , ki ves generacija narediti bolj materialisticne , kar se dogajati danes .
941752593	Dnevnik	neutral	2018	left	2	Takšne spremembe , denimo ekonomske krize , so del našega življenja in usode človeštva .	taksen sprememba , deti ekonomski kriza , biti del nas zivljenje in usoda clovestvo .
6350579471	Dnevnik	neutral	2020	left	2	Skozi zgodovino so ekonomske krize in zatoni vedno sprožali rast horizontalnih hierarhij .	skozi zgodovina biti ekonomski kriza in zaton vedno sprozal rast horizontalna hierarhija .
810400961	Delo	neutral	2018	left	2	Med najbolj pretresljive primere uvršča vodja centra Manuela Ham novorojenčke , ki preživljajo strašne bolečine zaradi abstinenčne krize , in nasilje staršev , ki so bili tudi sami žrtve zlorab .	med najbolj pretresljiva primer uvrscati vodja center manuel ham novorojencek , ki prezivljaj strasna bolecina zaradi abstinencen kriza , in nasilje stars , ki biti biti tudi sam zrtev zloraba .
863523018	vecer.com	positive	2018	left	2	Naša družba je prežeta z neskončnimi možnostmi izbire in ustvarja stanje nenehne krize identitet .	nas druzba biti prezet z neskoncen moznost izbira in ustvarjati stanje nenehna kriza identitet .
814822292	Delo	neutral	2018	left	2	Martina je začela s standupom ravno v začetku največje gospodarske krize , ko so vsi govorili o recesiji , ko je šlo v stečaj največ podjetij , ko je bila največja brezposelnost - takrat so komiki začeli s tem žanrom , da so ljudje za manj denarja vseeno lahko hodili ven , se nasmejali in laže preživeli krizo .	martin biti zaceti z standup ravno v zacetek velik gospodarski kriza , ko biti ves govoriti o recesija , ko biti iti v stecaj najvec podjetje , ko biti biti velik brezposelnost - takrat biti komiki zaceti z ta zanr , da biti clovek za manj denar vseeno lahko hoditi ven , se nasmejal in lahko preziveti krizo .
