doc_id	source	sentiment	year_published	bias	cluster_label	sentence	lemmatized_sent
849689117	Nova24TV	neutral	2018	right	4	Slovenska politika je neke vrste marionento gledališče , kjer se s pomočjo medijev in finančnimi zmogljivosti globoke države postavi kronskega princa , ta je potem izvoljen in se hitro zgodi , da marioneta ne dostavi tega , da bi vodila politiko , ki bi zagotavljala blaginjo , ampak se zelo hitro amortizira , je dejal Brščič .	slovenski politika biti nek vrsta marionento gledalisce , kjer se z pomoc medij in financen zmogljivost globok drzava postava kronski princ , ta biti potem izvoljen in se hitro zgoditi , da marionet ne dostava ta , da biti voditi politika , ki biti zagotavljati blaginja , ampak se zelo hitro amortizira , biti dejati brscic .
1019110238	Tednik Demokracija	neutral	2018	right	4	Institucije globoke države pa bi še naprej zaradi obrambe svobode govora ukrepale v smeri , da bodo grožnje z leve strani še naprej tolerirane , standarde dostojanstva pa bi postavljali borci proti sovražnemu govoru , kakršen je radikalni levičarski aktivist Domen Savič .	institucija globok drzava pa biti se naprej zaradi obramba svoboda govor ukrepale v smer , da biti groznja z lev stran se naprej toleriran , standard dostojanstvo pa biti postavljati borec proti sovraznem govor , kakrsen biti radikalna levicarski aktivist domen savic .
1019110238	Tednik Demokracija	neutral	2018	right	4	Ključno pa je , da medija kritično poročata o vladi ter razkrivata delovanje globoke države , prav zato pa sta tako moteča za akterje , kot je Gruden .	kljucno pa biti , da medij kriticen porocat o vlada ter razkrivat delovanje globok drzava , prav zato pa biti tako motec za akter , kot biti gruden .
861128879	Nova24TV	neutral	2018	right	4	V času , ko je bila predsednica LDS in ministrica za notranje zadeve Katarina Kresal , je bil Gulič predsednik sveta LDS in je z vsemi svojimi močmi branil Kresalovo , ki jo je njen zasebni partner , ljubljanski odvetnik Miro Senica , ustoličil na čelu LDS , da bi lahko prevzel ter vodil del globoke države in osebno bogatel .	v cas , ko biti biti predsednica lds in ministrica za notranji zadeva katarina kresal , biti biti gulic predsednik svet lds in biti z ves svoj moc braniti kresalovo , ki on biti njen zaseben partner , ljubljanski odvetnik mira senica , ustolicilo na celo lds , da biti lahko prevzeti ter voditi del globok drzava in oseben bogatel .
1005886159	Nova24TV	neutral	2018	right	4	Z izvolitvijo Šugman Stubbsove je bila narejena poteza v prid globoke države .	z izvolitev sugman stubbsova biti biti narejen poteza v prid globok drzava .
1005886159	Nova24TV	neutral	2018	right	4	Ni kaj lovke globoke države so vnovič zmagale .	biti kaj lovka globok drzava biti vnovic zmagala .
1005699465	Tednik Demokracija	neutral	2018	right	4	Tega si vsaj javno ni upala dovoliti niti samopašna vladavina Janeza Drnovška , ki je te stvari prek Gregorja Golobiča urejala v ozadju globoke države in ne javno .	ta se vsaj javen biti upati dovoliti niti samopasna vladavina janez drnovsek , ki biti ta stvar prek gregor golobica urejalo v ozadje globok drzava in ne javen .
1005886159	Nova24TV	neutral	2018	right	4	Šah mat globoke države na rovaš vladavine prava :	sah mati globok drzava na rovas vladavina pravi :
1026026860	Tednik Demokracija	neutral	2018	right	4	Že dlje časa pa je tudi jasno , da Dnevnika tudi sicer ne gre jemati kot resen medij , gre za režimsko trobilo močno v rokah globoke države , njegov lastnik je namreč zloglasni tajkun Bojan Petan , ki se ga je med drugim zaradi tesnega prijateljstva z Gregorjem Golobičem oprijel kar vzdevek Golobičeva denarnica .	ze dolgo cas pa biti tudi jasen , da dnevnik tudi sicer ne iti jemati kot resen medij , iti za rezimsko trobilo mocno v roka globok drzava , njegov lastnik biti namrec zloglasen tajkun bojan petan , ki se on biti med drug zaradi tesen prijateljstvo z gregor golobic oprijel kar vzdevek golobicev denarnica .
1018441037	Nova24TV	neutral	2018	right	4	Cenzuro izvajajo politični in medijski aktivisti globoke države , pristaši izrojene levice , ki vsakogar , ki postavlja takšna vprašanja označijo za fašista , nestrpneža in mračnjaka , čeprav so danes oni glavni motor nestrpnosti , omejevanja svobode izražanja in grožnja narodnemu obstoju .	cenzuro izvajati politicen in medijski aktivisti globok drzava , pristasa izrojen levica , ki vsakdo , ki postavljati taksen vprasanje oznacija za fasist , nestrpnez in mracnjak , ceprav biti danes on glaven motor nestrpnost , omejevanje svoboda izrazanje in groznja naroden obstoj .
981072538	Nova24TV	neutral	2018	right	4	Bolsonaro je namreč napovedal številne liberalne ukrepe , napovedal je namreč privatizacijo vseh državnih podjetij , med drugim tudi Petrobrasa , s čimer želi preprečiti izčrpavanje državnega premoženja s strani levičarskih akterjev globoke države .	bolsonaro biti namrec napovedati stevilen liberalen ukrep , napovedati biti namrec privatizacija ves drzaven podjetje , med drug tudi petrobras , z kar zeleti prepreciti izcrpavanje drzaven premozenje z stran levicarski akter globok drzava .
992031231	Nova24TV	neutral	2018	right	4	Zato tudi neverjeten angažma globoke države na čelu z Milanom Kučanom , šefom udbe in partije v zaledju , da Zoran Janković še enkrat postane ljubljanski župan .	zato tudi neverjeten angazm globok drzava na celo z milan kucanom , sef udba in partija v zaledje , da zoran jankovic se enkrat postati ljubljanski zupan .
817748263	Nova24TV	negative	2018	right	4	In kot kaže , se gospodarji globoke države pripravljajo na nov napad , s katerim bodo skušali prelisičiti slovenske volivce .	in kot kazati , se gospodar globok drzava pripravljati na nov napad , z kateri biti skusati prelisicit slovenski volivec .
996320327	Tednik Demokracija	neutral	2018	right	4	Res je sicer , da je bil zaradi povsem popačenega proporcionalnega sistema končen izid , kar zadeva vladno koalicijo , v prid globoki državi , a strah pred porazom v do sedaj nedotakljivih lokalnih oazah levičarstva je velik , kar se pozna tudi v predvolilni kampanji .	res biti sicer , da biti biti zaradi povsem popacen proporcionalneg sistem koncen izid , kar zadeva vladno koalicija , v prid globok drzava , a strah pred poraz v do sedaj nedotakljiv lokalen oaza levicarstvo biti velik , kar se poznati tudi v predvolilna kampanja .
996320327	Tednik Demokracija	neutral	2018	right	4	A vse to je le umetna tvorba tako globoke države kot tudi vseh tistih javnomnenjskih laborantov , ki so tako ali drugače prisesani na mestni proračun .	a ves ta biti le umeten tvorba tako globok drzava kot tudi ves tisti javnomnenjski laborant , ki biti tako ali drugace prisesan na mesten proracun .
996320327	Tednik Demokracija	neutral	2018	right	4	Nekatere ankete v režimskem tisku zato že dajejo slutiti , da bo o zmagovalcu mariborskih županskih volitev odločal interes globoke države z dobro preverjeno taktiko - psihološko manipulacijo s političnimi akterji v Mariboru in njihovo medijsko obdelavo .	nekateri anketa v rezimski tisk zato ze dajati slutiti , da biti o zmagovalec mariborski zupanski volitev odlocati interes globok drzava z dobro preverjen taktika - psiholoski manipulacija z politicen akter v maribor in njihov medijska obdelavo .
989927483	Nova24TV	negative	2018	right	4	Prisotnost napovedala številna znana imena partije in globoke države	prisotnost napovedati stevilen znan ime partija in globok drzava
989927483	Nova24TV	negative	2018	right	4	Tam je bil tudi predsednik Socialnih demokratov Dejan Židan , ki je za razliko od Kučana , ki v zadnjem času očitno deluje vse bolj prikrito , kot prvi obraz politične izpostave globoke države pogumno sedel v prvo vrsto .	tam biti biti tudi predsednik socialno demokrat dejan zidan , ki biti za razlika od kucan , ki v zadnji cas ocitno delovati ves bolj prikrit , kot prvi obraz politicen izpostava globok drzava pogumen sedeti v prvi vrsta .
829279997	Nova24TV	neutral	2018	right	4	Za pranje možganov pa so strici globoke države zadolžili režimske medije in družboslovne fakultete .	za pranje mozgani pa biti stric globok drzava zadolzilo rezimska medij in druzbosloven fakulteta .
1001200580	Nova24TV	positive	2018	right	4	Stubbsova , ki velja za favoritko globoke države , saj je ta bila dolga leta Bavconova desna roka in osebna prijateljica Mira Cerarja , velja za očitno zagovornica družinskega zakonika , med drugim pa se ta uvršča med eno redkih pravnic , ki je javno zagovarjala protiustavno sodbo v zadevi Patria .	stubbsova , ki veljati za favoritka globok drzava , saj biti ta biti dolg leto bavconova desna roka in oseben prijateljica miro cerar , veljati za ocitno zagovornica druzinski zakonik , med drug pa se ta uvrscati med en redek pravnica , ki biti javen zagovarjati protiustavno sodba v zadeva patria .
992552543	Nova24TV	positive	2018	right	4	Jankovića podpirajo samo privilegiranci globoke države in tisti , katerih podporo je kupil z denarjem davkoplačevalcev	jankovic podpirati samo privilegiranca globok drzava in tisti , kateri podpora biti kupiti z denar davkoplacevalec
992552543	Nova24TV	positive	2018	right	4	Podpirajo ga tudi vodilna imena globoke države , kot je na primer Milan Kučan , ali pa Svetlana Makarovič , ki rada straši z rdečo zvezdo na koncertih , ki jih subvencionira MOL .	podpiraja on tudi vodilen ime globok drzava , kot biti na primer milan kucan , ali pa svetlana makarovic , ki rad stras z rdeco zvezdo na koncert , ki on subvencionir mol .
1125536416	Tednik Demokracija	negative	2019	right	4	Cenzuro izvajajo politični in medijski aktivisti globoke države , pristaši izrojene levice , ki vsakogar , ki postavlja takšna vprašanja , označijo za fašista , nestrpneža in mračnjaka , čeprav so danes oni glavni motor nestrpnosti , omejevanja svobode izražanja in grožnja narodnemu obstoju .	cenzuro izvajati politicen in medijski aktivisti globok drzava , pristasa izrojen levica , ki vsakdo , ki postavljati taksen vprasanje , oznacija za fasist , nestrpnez in mracnjak , ceprav biti danes on glaven motor nestrpnost , omejevanje svoboda izrazanje in groznja naroden obstoj .
1179728961	Tednik Demokracija	neutral	2019	right	4	Del slovenske družbe , ki ga obvladujejo osrednji mediji , za njimi pa različne veje globoke države , velja za zelo ozaveščenega in razgledanega .	del slovenski druzba , ki on obvladujej osrednja medij , za on pa razlicen veja globok drzava , veljati za zelo ozavescen in razgledan .
1352768182	Nova24TV	neutral	2019	right	4	Zakaj ne raziskuje globoke države , ki mladim ne ponudi dostojnega življenja , dostojnega plačila za delo , dostojnega stanovanja ?	zakaj ne raziskoj globok drzava , ki mlad ne ponuditi dostojen zivljenje , dostojen placilo za delo , dostojen stanovanje ?
1317251779	Nova24TV	negative	2019	right	4	Točke , ki sem jih navedel zgoraj so strup za mainstream antiprivatizacijske agente globoke države .	tocka , ki biti on navesti zgoraj biti strup za mainstream antiprivatizacijsk agent globok drzava .
1317520778	Tednik Demokracija	neutral	2019	right	4	Točke , ki sem jih navedel zgoraj , so strup za mainstream antiprivatizacijske agente globoke države .	tocka , ki biti on navesti zgoraj , biti strup za mainstream antiprivatizacijsk agent globok drzava .
1143798236	Tednik Demokracija	positive	2019	right	4	Represivni organi praktično ne reagirajo , kar kaže na to , da so pod vplivom globoke države , ki zdravstvo in druge državne sisteme tudi najeda .	represivna organ prakticno ne reagiraja , kar kazati na ta , da biti pod vpliv globok drzava , ki zdravstvo in drug drzaven sistem tudi najed .
1213338118	Nova24TV	neutral	2019	right	4	Ameriški milijarder Jeffrey Epstein je po svojem samomoru za seboj pustil več vprašanj kot odgovorov , a mnogo pojasni delovanje ameriške globoke države , ki se je pričela razvijati že med obdobjem prohibicije .	ameriski milijarder jeffrey epstein biti po svoj samomor za se pustiti vec vprasanje kot odgovor , a mnogo pojasen delovanje ameriski globok drzava , ki se biti pricel razvijati ze med obdobje prohibicija .
1213338118	Nova24TV	neutral	2019	right	4	Whitney Webb je za portal MintPress News pripravila prikaz ozadja dogajanja , ki razkriva delovanje ameriške globoke države .	whitney nebba biti za portal mintpress news pripraviti prikaz ozadje dogajanje , ki razkrivati delovanje ameriski globok drzava .
1112564309	Nova24TV	negative	2019	right	4	Definitivno je to v redu , saj o reviji , ki je trdo jedro naše globoke države , nima nihče pravice grdo govoriti .	definitivno biti ta v red , saj o revija , ki biti trdo jedro nas globok drzava , imeti nihce pravica grda govoriti .
1299310980	Nova24TV	negative	2019	right	4	To pa samo potrdi teorijo , da je sam infiltrator nekih močnejših lobijev , ki delujejo v službi globoke države .	ta pa samo potrd teorija , da biti sam infiltrator nek mocen lobi , ki delovati v sluzba globok drzava .
1392930147	Nova24TV	neutral	2019	right	4	Na Twitterju napada člane in simpatizerje desnice , saj naj bi po navodilih globoke države želel razbiti desnico in diskreditirati njene člane .	na twitter napad clan in simpatizer desnica , saj naj biti po navodilo globok drzava zeleti razbit desnica in diskreditirati njen clan .
1299310980	Nova24TV	negative	2019	right	4	Ali je Rok Jarc agent globoke države in LGBT lobija ?	ali biti rok jarc agent globok drzava in lgbt lobij ?
1299310980	Nova24TV	negative	2019	right	4	Kot so nas opozorili določeni poznavalci razmer , naj bi imel Rok Jarc več povezav in kontakov z LGBT lobijem in deluje v dobrobit LGBT lobija , kateri je produkt globoke države .	kot biti jaz opozoriti dolocen poznavalec razmera , naj biti imeti rok jarc vec povezava in kontak z lgbt lobik in delovati v dobrobit lgbt lobij , kateri biti produkt globok drzava .
1299310980	Nova24TV	negative	2019	right	4	Na Twitterju napada člane in simpatizerje desnice , saj naj bi po navodilih globoke države , želel razbiti desnico in diskreditirati njene člane .	na twitter napad clan in simpatizer desnica , saj naj biti po navodilo globok drzava , zeleti razbit desnica in diskreditirati njen clan .
1299310980	Nova24TV	negative	2019	right	4	Ali je Rok Jarc agent globoke države ali le človek z določenimi morebitnimi osebnimi problemi bo pokazal čas .	ali biti rok jarc agent globok drzava ali le clovek z dolocen morebiten oseben problem biti pokazati cas .
1330015497	Tednik Demokracija	negative	2019	right	4	Nizka podpora jasno kaže na to , da Savič ne uživa podpore niti med večino levičarjev , nekateri pa se naravnost zgražajo nad podporo , ki jo je vseeno deležen s strani globoke države .	nizka podpora jasen kazati na ta , da savic ne uzivati podpora niti med vecina levicar , nekateri pa se naravnost zgrazaja nad podpora , ki on biti vseeno delezen z stran globok drzava .
1330015497	Tednik Demokracija	negative	2019	right	4	Savič uživa močno podporo globoke države A kot smo že poročali , ne glede na to , da javnost nima potrpljenja za njegove norosti , Saviča več kot očitno močno podpira globoka država .	savic uzivati mocno podpora globok drzava a kot biti ze porocati , ne glede na ta , da javnost imeti potrpljenje za njegov norost , savic vec kot ocitno mocno podpirati globok drzava .
1330015497	Tednik Demokracija	negative	2019	right	4	Nad podporo globoke države Saviču se zgraža tudi radikalni levičar Crnkovič	nad podpora globok drzava savic se zgraza tudi radikalna levicar crnkovic
1330015497	Tednik Demokracija	negative	2019	right	4	Ne le , da Savič ne uživa podpore med večino levičarjev , kot kaže se nekateri nad podporo , ki jo ta uživa s strani globoke države vse bolj zgražajo .	ne le , da savic ne uzivati podpora med vecina levicar , kot kazati se nekateri nad podpora , ki on ta uzivati z stran globok drzava ves bolj zgrazaja .
6220981663	Nova24TV	negative	2020	right	4	Pro Plus je glasilo globoke države .	pro plus biti glasilo globok drzava .
6220981663	Nova24TV	negative	2020	right	4	Pro Plus je po besedah Tomašiča glasilo globoke države .	pro plus biti po beseda tomasic glasilo globok drzava .
6210394550	Nova24TV	neutral	2020	right	4	Taki novinarji pa so globoki državi zelo uporabni .	tak novinar pa biti globok drzava zelo uporaben .
6210394550	Nova24TV	neutral	2020	right	4	Tudi minister Počivalšek je doživel histerijo globoke države , ker je ostal pokončen in ni klonil primitivnemu ukazu z Janšo pa ne !	tudi minister pocivalsek biti doziveti histerija globok drzava , ker biti ostati pokoncen in biti klonilo primitivnim ukaz z janso pa ne !
6210394550	Nova24TV	neutral	2020	right	4	To pa je dober znak , da se bližamo širšemu zavedanju laži in resnice , zavedanju o vse bolj surovem , slepem in paničnem delovanju globoke države .	ta pa biti dober znak , da se blizama sirs zavedanje laz in resnica , zavedanje o ves bolj surov , slep in panicni delovanje globok drzava .
181104118	Delo	negative	2014	left	0	Ob spominu na ljudi Bauerjevega kova pa so še posebej vznemirjujoča poročila o izkoriščanju globokih ideoloških dilem dvajsetega stoletja za današnje politične in nacionalne spore .	ob spomin na clovek bauerjevo kova pa biti se posebej vznemirjujoc porocilo o izkoriscanje globok ideoloski dilm dvajset stoletje za danasnji politicen in nacionalen spora .
178295594	Delo	neutral	2014	left	0	Razmerje med ESČP Ob vprašanju razmerja med evropskim sodiščem za človekove pravice ( ESČP ) in sodišči držav pogodbenic evropske konvencije o človekovih pravicah ( EKČP ) se vselej odgovarja , da gre za poseben odnos sodelovanja pri varstvu človekovih pravic , v globokem bistvu partnerski odnos med sodišči .	razmerje med escp ob vprasanje razmerje med evropski sodisce za clovekov pravica ( escp ) in sodisce drzava pogodbenica evropski konvencija o clovekov pravica ( ekcp ) se vselej odgovarjati , da iti za poseben odnos sodelovanje pri varstvo clovekov pravica , v globok bistvo partnerska odnos med sodisce .
236037082	Dnevnik	neutral	2014	left	0	Če se prizna globoke razlike , predvsem glede nacionalne suverenosti , demokracije , človekovih pravic in zunanje politike , potem smo pripravljeni na dialog glede vseh teh tem .	ce se prizna globok razlika , predvsem glede nacionalen suverenost , demokracija , clovekov pravica in zunanji politika , potem biti pripravljen na dialog glede ves ta ta .
219873135	Delo	negative	2014	left	0	Z iskrenim in globokim spoštovanjem do jezikoslovcev moram reči , da verjetno nihče med nami ni pričakoval , da bo težišče razprav in ideoloških bojev zadnjih dni postalo nekaj samo po sebi tako suhega , kot je - slovar .	z iskren in globok spostovanje do jezikoslovec morati reci , da verjetno nihce med jaz biti pricakovati , da biti tezisce razprava in ideoloski boj zadnji dan postati nekaj samo po se tako suh , kot biti - slovar .
167249411	Dnevnik	neutral	2014	left	0	Maestrinijeve režije sicer nimajo pečata avtorske izčiščenosti : nagibajo se k mešanju , celo kopičenju odrskih sredstev in pripomočkov , po navadi tudi ne iščejo globokih oziroma novih sporočil .	maestrinijev rezija sicer imeti pecat avtorski izciscenost : nagibaja se k mesanje , celo kopicenje odrski sredstvo in pripomocek , po navada tudi ne iskati globok oziroma nov sporociti .
322954926	Delo	neutral	2015	left	0	Po poteh nemške Cerkve Odločitev za reinterpretacijo , ki je na praktični ravni že začela potekati v Nemčiji , ima globoka ozadja .	po pot nemski cerkev odlocitev za reinterpretacija , ki biti na prakticen raven ze zaceti potekat v nemcija , imeti globok ozadje .
251637696	Delo	neutral	2015	left	0	Spolna enakopravnost : Pohod sodobnosti na globoki Jug .	spolna enakopravnost : pohod sodobnost na globok jug .
330977277	Delo	neutral	2015	left	0	Tudi boj za pravico do istospolnih porok je trajal leta in leta , preden so ZDA premagale globoke predsodke .	tudi boj za pravica do istospolen porok biti trajalo leto in leto , preden biti zda premagala globok predsodek .
240539103	Delo	neutral	2015	left	0	Križi , poljubljanje in globoki dekolteji so postali že njen obvezni repertoar , ki se mu ni odrekla vse do danes .	kriz , poljubljanje in globok dekolte biti postati ze njen obvezen repertoar , ki se on biti odrekel ves do danes .
284059818	Delo	neutral	2015	left	0	Siriza je dobila mandat za globoke in radikalne spremembe :	siriza biti dobiti mandat za globok in radikalna sprememba :
313445149	Delo	neutral	2015	left	0	Zasedba , ki se iz cvetobera republikanske stranke v limonado spektakla plitke politike in globoke človeške gnojnice spremeni vsakokrat , ko mednje prilomastil ljubljenec volilne baze konservativcev in največji frenemy njihovega strankarskega aparata .	zasedba , ki se iz cvetober republikanski stranka v limonada spektakla plitka politika in globok cloveski gnojnica spremeniti vsakokrat , ko medenj prilomastilo ljubljenec volilen baza konservativec in velik frenemy njihov strankarski aparat .
255139775	Delo	neutral	2015	left	0	Spremembe v družinskih oblikah spremljajo globoke vsebinske spremembe na področju starševstva in družinskih razmerij .	sprememba v druzinski oblika spremljati globok vsebinski sprememba na podrocje starsevstvo in druzinski razmerje .
317804393	vecer.com	neutral	2015	left	0	Imamo veliko zabave , a vse več globoke praznine v srcu .	imeti veliko zabava , a ves vec globok praznina v srce .
275911878	vecer.com	neutral	2015	left	0	Sedanji generaciji voditeljev stranke se vidi predvsem , da razen Levaniča nimajo globokih korenin v SD .	sedanja generacija voditelj stranka se videti predvsem , da razen levanica imeti globok korenina v sd .
369495075	Delo	neutral	2016	left	0	Tako posebnega in tako posebno globokega .	tako poseben in tako posebno globok .
361526058	Delo	neutral	2016	left	0	Po znanem scenariju so se mediji , z redkimi izjemami , ( znova ) na videz pretreseni spraševali o tem , kaj človeka privede do takšnega dejanja in takoj nato do takojšnjega globokega obžalovanja .	po znan scenarij biti se medij , z redek izjema , ( znova ) na videz pretresen sprasevati o ta , kaj clovek privesti do taksen dejanje in takoj nato do takojsnje globok obzalovanje .
452413132	Delo	neutral	2016	left	0	Vendar ne mislim razglabljati o takratnih dogodkih , temveč o prihodnosti , za katero upam , da jo bo namesto globokih delitev med ljudmi , ki so temeljni vzrok za sleherno vojno in sleherni konflikt , zaznamovala neka čisto druga in mnogo boljša delitev - medsebojna delitev dobrin .	vendar ne misliti razglabljat o takratno dogodek , temvec o prihodnost , za kateri upati , da on biti namesto globok delitev med clovek , ki biti temeljen vzrok za sleheren vojna in sleheren konflikt , zaznamoval nek cisto drug in mnogo dober delitev - medsebojen delitev dobrina .
574497253	Delo	neutral	2016	left	0	Fenomen Trumpa ima globoke korenine , sega najmanj dvajset , trideset let nazaj , piše nizozemsko - ameriška sociologinja , ena najboljših opazovalk učinkov globalizacije , njene študije veljajo za temeljne .	fenomen trumpa imeti globok korenina , seg najmanj dvajset , trideset leto nazaj , pisati nizozemski - ameriski sociologinja , en dober opazovalka ucinek globalizacija , njen studija veljati za temeljen .
574497253	Delo	neutral	2016	left	0	Oba kandidata sta bila en slabši od drugega , toda v Združenih državah , in ne samo tam , se dogajajo globoke spremembe , glas so povzdignili revni bogati . . .	oba kandidat biti biti en slabsa od drug , toda v zdruzen drzava , in ne samo tam , se dogajaj globok sprememba , glas biti povzdignilo reven bogat . . .
549444866	vecer.com	neutral	2016	left	0	Donald Trump in bodoči podpredsednik ZDA Mike Pence sta bila deloma izvoljena tudi zaradi globokega rasnega antagonizma , ki ga je razplamtela zmaga Baracka Obame .	donald trump in bodoc podpredsednik zda mike penca biti biti deloma izvoljen tudi zaradi globok rasen antagonizem , ki on biti razplamtel zmaga baracka obama .
386920640	Delo	neutral	2016	left	0	Nekdanjemu novinarju in blogerju so se oči zasvetile na način , ki se je vsaj meni zdel globoka prizadetost , da mora sploh odgovarjati na takšna vprašanja - a hkrati hoče odgovarjati nanje , saj je zaščite potreben tudi sam .	nekdanji novinar in blogerje biti se oci zasvetila na nacin , ki se biti vsaj jaz zdeti globok prizadetost , da morati sploh odgovarjat na taksen vprasanje - a hkrati hoteti odgovarjat name , saj biti zascita potreben tudi sam .
356891214	Delo	neutral	2016	left	0	Sklepanje o globokem političnem razcepu je zato lahko vprašljivo , če sta skoraj dve tretjini volivcev do tega vprašanja politično nevtralni .	sklepanje o globok politicen razcep biti zato lahko vprasljiv , ce biti skoraj dva tretjina volivec do ta vprasanje politicen nevtralna .
712167318	Delo	neutral	2017	left	0	Vrhunec počitniške sezone se sicer počasi končuje , a državni zbor bo še debela dva tedna , do začetka septembra , v globoki komi .	vrhunec pocitniski sezona se sicer pocasi koncevati , a drzaven zbor biti se debela dva teden , do zacetek september , v globok koma .
668617461	vecer.com	negative	2017	left	0	Boleča preteklost in izgoni iz več držav so ji pustili globoke rane .	boleca preteklost in izgona iz vec drzava biti on pustiti globok rana .
