doc_id	source	sentiment	year_published	bias	cluster_label	sentence	lemmatized_sent
313029369	Delo	neutral	2015	left	2	Gre za problem , ki se kaže skozi ideologijo družbenega spola , ta pa skozi ustrezno teorijo družbenega spola .	iti za problem , ki se kazati skozi ideologija druzben spol , ta pa skozi ustrezen teorija druzben spol .
505721160	vecer.com	neutral	2016	left	2	Bolno je , kot pravite , ampak za bolest imamo sočutje , to , kar se dogaja v hrvaški literarni teoriji , pa je še neumno .	bolno biti , kot pravite , ampak za bolest imeti socutje , ta , kar se dogajati v hrvaski literaren teorija , pa biti se neumen .
546797883	Delo	neutral	2016	left	2	Mar bodo profesorji začeli razpravljati še o teoriji spola ? ,	mar biti profesor zaceti razpravljati se o teorija spol ? ,
366947539	Delo	neutral	2016	left	2	V skladu z novo teorijo naj bi bili vesoljci prijazni , zarotniki pa ljudje , ki teorije zarote zlorabljajo za dvig zaupanja .	v sklad z nov teorija naj biti biti vesoljec prijazen , zarotnik pa clovek , ki teorija zarota zlorabljati za dvig zaupanje .
488077944	Delo	neutral	2016	left	2	Protislovne kulturne drže do otrok in otroške seksualnosti ne smemo zamenjevati s Freudovo teorijo o obstoju otroške seksualnosti , ki je danes , mimogrede , prav tako tabuizirana .	protislovna kulturen drza do otrok in otrosek seksualnost ne smeti zamenjevat z freudovo teorija o obstoj otrosek seksualnost , ki biti danes , mimogrede , prav tako tabuiziran .
558597868	vecer.com	negative	2016	left	2	Če bi interpretirali Lacanovo teorijo , bi lahko dejali , da se na neki način pojavljajo novi objekti na mestu praznine .	ce biti interpretirati lacanova teorija , biti lahko dejati , da se na nek nacin pojavljati nov objekt na mesto praznina .
455300776	Delo	neutral	2016	left	2	Namreč na teorijo suverenosti so se v 20. stoletju sklicevali klerikalci , komunisti , fašisti in nacisti bolj kot demokrati ; iz nje namreč lahko deduciramo , kar hočemo , in tako tudi počnemo .	namrec na teorija suverenost biti se v 20 . stoletje sklicevalo klerikalec , komunist , fasist in nacist bolj kot demokrat ; iz on namrec lahko deducirama , kar hoteti , in tako tudi pocnema .
420538657	Delo	neutral	2016	left	2	Da bi raziskovalci izsledili tudi potomce iz linije Leonardove manj srečne matere Caterine , ki je bila po neki novodobni in nedvomno alternativni teoriji celo sužnja kitajskega rodu , ni znano .	da biti raziskovalec izslediti tudi potomec iz linija leonardova manj srecen mati caterine , ki biti biti po nek novodobna in nedvomno alternativen teorija celo suznja kitajski rod , biti znan .
598748164	vecer.com	neutral	2017	left	2	Privrženci Zdravega razuma se pogosto sklicujejo na teorijo kulturne vojne Antonia Gramscija , po kateri so vrednote že same po sebi konfliktne ter jih je treba premagati - ob tem pa spregledajo ironijo obračanja k italijanskemu marksistu , da brani katolištvo .	privrzenec zdravig razum se pogosto sklicujeja na teorija kulturen vojna antonio gramscija , po kateri biti vrednota ze sam po se konfliktna ter on biti treba premagati - ob ta pa spregledaja ironija obracanje k italijanski marksist , da braniti katolistvo .
751156657	Delo	neutral	2017	left	2	Ta simbolna politika se je razširila z napadom na tako imenovano teorijo spola , kar je še podkrepilo njeno simbolično naravo .	ta simbolna politika se biti razsiriti z napad na tako imenovan teorija spol , kar biti se podkrepilo njen simbolicno narava .
751156657	Delo	neutral	2017	left	2	Ideja , da mora boj potekati proti teoriji , sama po sebi pove veliko .	ideja , da morati boj potekat proti teorija , sam po se povedati veliko .
742089092	Delo	neutral	2017	left	2	V Franciji , ki se po Fassinovih besedah ponaša z dolgo zgodovino nasprotovanja teoriji spola in izogibanja njenemu vplivu , je bilo vprašanje nacionalizirano .	v francija , ki se po fassinov beseda ponas z dolgo zgodovina nasprotovanje teorija spol in izogibanje njen vpliv , biti biti vprasanje nacionaliziran .
596877701	Delo	positive	2017	left	2	Ko je na Filozofski fakulteti v Ljubljani diplomiral iz primerjalne književnosti in francoščine , ni prav dolgo omahoval med teorijo in prakso : zaposlil se je v kulturnem uredništvu slovenskega nacionalnega Radia , kjer je prišel v stik z vsemi , ki so sooblikovali tedanjo slovensko književnost .	ko biti na filozofski fakulteta v ljubljana diplomiral iz primerjalen knjizevnost in francoscina , biti prav dolgo omahovati med teorija in praksa : zaposliti se biti v kulturen urednistvo slovenski nacionalen radia , kjer biti priti v stik z ves , ki biti sooblikovalo tedanja slovenski knjizevnost .
776174872	Delo	negative	2017	left	2	Ob tem so ostro nasprotovali ratifikaciji istanbulske konvencije , ki po njihovem mnenju vpeljuje zanje nesprejemljivo teorijo spola .	ob ta biti ostro nasprotovati ratifikacija istanbulska konvencija , ki po njihov mnenje vpeljuja zame nesprejemljiv teorija spol .
742191412	Dnevnik	neutral	2017	left	2	Da bi bolje razumeli politične in geopolitične razprave o spolu in seksualnosti , predvsem pa odziv religij proti teoriji družbenega spola , moramo razumeti posege demokratične logike v spolna vprašanja .	da biti dobro razumeti politicen in geopoliticne razprava o spol in seksualnost , predvsem pa odziv religija proti teorija druzben spol , morati razumeti poseg demokraticna logika v spolen vprasanje .
845589589	Delo	neutral	2018	left	2	Madžarom imponira njegov imidž velikega in odločnega nacionalnega voditelja , prav tako nekatera njegova stališča , kot so nasprotovanje teoriji spola , homoseksualnosti , istospolnim porokam in splavu .	madzar imponira njegov imidz velika in odlocen nacionalen voditelj , prav tako nekateri njegov stalisce , kot biti nasprotovanje teorija spol , homoseksualnost , istospoln poroka in splav .
833318878	Delo	neutral	2018	left	2	Komedija je v tem prostoru danes najmočnejša v teoriji ; nastajajo teksti in knjige , ki so filozofske svetovne uspešnice .	komedija biti v ta prostor danes majmocenes v teorija ; nastajati teksti in knjiga , ki biti filozofska svetoven uspesnica .
841555707	Delo	neutral	2018	left	2	Četudi po neki neverjetni teoriji morda ne ve , kaj počne njena vojska , ima vse možnosti , da to izve .	cetudi po nek neverjeten teorija morda ne vedeti , kaj poceti njen vojska , imeti ves moznost , da ta izva .
926282475	Dnevnik	neutral	2018	left	2	Konservativni krogi tej konvenciji nasprotujejo , ker prinaša teorijo spola .	konservativna krog ta konvencija nasprotovati , ker prinasati teorija spol .
824031571	Delo	neutral	2018	left	2	V tem smislu se tako psihoanalitična teorija ponavljanja kot njegove filozofske razdelave ( zlasti Deleuzova ) povezujejo z relativnostno teorijo pa tudi z Marxovo kritiko politične ekonomije .	v ta smisel se tako psihoanaliticna teorija ponavljanje kot njegov filozofska razdelava ( zlasti deleuzova ) povezojej z relativnostno teorija pa tudi z marxovo kritika politicen ekonomija .
876090216	vecer.com	neutral	2018	left	2	Toda Grims očitno ni nič izjavil pomotoma , saj je minuli teden v parlamentu svojo teorijo , da bi bilo treba določenim nevladnim organizacijam , kot je Mirovni inštitut in tistim , ki so utemeljene na LGBT ideologiji , pač prekiniti financiranje iz javnih sredstev , celo podkrepil z naslednjimi besedami :	toda grims ocitno biti nic izjaviti pomotoma , saj biti minul teden v parlament svoj teorija , da biti biti treba dolocen nevladn organizacija , kot biti mirovni institut in tisti , ki biti utemeljen na lgbt ideologija , pac prekiniti financiranje iz javen sredstvo , celo podkrepiti z naslednji beseda :
876090216	vecer.com	neutral	2018	left	2	To so ljudje , ki pospešujejo uvoz ilegalnih migrantov , jih zadržujejo tukaj , pomagajo zadrževati in po drugi strani s svojo teorijo spola pripomorejo , da se marsikdo lahkomiselno odloči tudi za kakšno operacijo za spremembo spola , ki se praviloma , o tem jih pa seveda ne podučijo , končajo na koncu s samomorom te osebe .	ta biti clovek , ki pospesevati uvoz ilegalni migrant , on zadrzevati tukaj , pomagati zadrzevat in po drug stran z svoj teorija spol pripomoci , da se marsikdo lahkomiselno odlociti tudi za kaksen operacija za sprememba spol , ki se praviloma , o ta on pa seveda ne poducija , koncaja na konec z samomor ta oseba .
837635100	Delo	neutral	2018	left	2	Prvi govorci so poudarili , da konvencija ne bo pomagala ženskam žrtvam nasilja , temveč bo uveljavila teorijo spola v hrvaško zakonodajo , šole , športna društva in verske skupnosti ter prisilila hrvaško družbo , naj sprejme teorijo spola kot nujno resnico .	prvi govorec biti poudarilo , da konvencija ne biti pomagati zenska zrtev nasilje , temvec biti uveljaviti teorija spol v hrvaski zakonodaja , sola , sporten drustvo in verski skupnost ter prisililo hrvaski druzba , naj sprejeti teorija spol kot nujno resnica .
858472472	Delo	neutral	2018	left	2	Po vaši teoriji je , če poenostavim , srž problema islamizacija radikalnosti in ne , kot nasprotno trdi še en slavni francoski strokovnjak za islam Gilles Kepel , radikalizacija islama ?	po vas teorija biti , ce poenostavima , srz problem islamizacija radikalnost in ne , kot nasproten trditi se en slaven francoski strokovnjak za islama gilles kepel , radikalizacija islam ?
863534517	Delo	neutral	2018	left	2	Pri sodobnem slovenskem feminizmu ne gre več za resno teorijo o družbenem položaju žensk , ampak za terapevtsko nišo žensk , ki imajo težave s svojim socialno - kulturnim spolom .	pri sodoben slovenski feminizem ne iti vec za resno teorija o druzben polozaj zenska , ampak za terapevtska nisa zenska , ki imeti tezava z svoj socialen - kulturen spolom .
828675199	Delo	neutral	2018	left	2	Mislim , da se je radikalizem z ulic premaknil v teorijo .	misliti , da se biti radikalizem z ulica premakniti v teorija .
828675199	Delo	neutral	2018	left	2	Strukturalizem v teoriji in vse ostalo , kar se je dogajalo , so bili po mojem poskusi , kako revolucijo ohraniti aktualno na intelektualni ravni .	strukturalizem v teorija in ves ostati , kar se biti dogajati , biti biti po moj poskusiti , kako revolucija ohraniti aktualna na intelektualna raven .
828675199	Delo	neutral	2018	left	2	Maj 68 je sprostil veliko levičarske dobre volje in energije , toda ta se je bodisi premestila v teorijo bodisi se je pretopila v razočaranje - ne zato , ker bi ljudje spremenili svoje prepričanje ( čeprav nekateri so ga ) , ampak ker so na neki točki verjeli , da bodo zmagali .	maj 68 biti sprostilo veliko levicarski dober volja in energija , toda ta se biti bodisi premestilo v teorija bodisi se biti pretopilo v razocaranje - ne zato , ker biti clovek spremeniti svoj prepricanje ( ceprav nekateri biti on ) , ampak ker biti na nek tocka verjel , da biti zmagati .
828675199	Delo	neutral	2018	left	2	Imate kakšno teorijo o popularnosti te kulturne forme , ki predvideva razpotegnjenost v čas ?	imeti kaksen teorija o popularnost ta kulturen forma , ki predvidevati razpotegnjenost v cas ?
1153045280	Delo	neutral	2019	left	2	Knjiga je poslastica za gledališke zaljubljence , lahko bi bila tudi delovni zvezek za kritike , saj je Medenica izredno načitan , dobro pozna gledališko teorijo drame in mitologijo , njegovi eseji pa so literarne dramaturške razčlembe , zelo berljivi ter včasih žurnalistični , polni podatkov in zanimivih zgodb .	knjiga biti poslastica za gledaliski zaljubljenec , lahko biti biti tudi deloven zvezek za kritika , saj biti medenica izredno nacitan , dobro poznati gledaliski teorija drama in mitologija , njegov eseja pa biti literaren dramaturska razclemba , zelo berljiva ter vcasih zurnalisticna , poln podatek in zanimiv zgodba .
1159796164	Dnevnik	neutral	2019	left	2	Za Vatikan o spolu odloča samo On. Vatikan je dokument z naslovom Moškega in žensko je ustvaril , ki naslavlja vprašanje spolne identitete , objavil v začetku tega tedna na 30 straneh , v podnaslovu pa ga opredeljuje kot pot k dialogu o teorijah spola v izobraževalnem procesu .	za vatikan o spol odlocati samo on . vatikan biti dokument z naslov moski in zenska biti ustvariti , ki naslavlja vprasanje spolen identiteta , objaviti v zacetek ta teden na 30 stran , v podnaslov pa on opredeljevati kot pot k dialog o teorija spol v izobrazevalen proces .
1154850454	Delo	neutral	2019	left	2	Pred tem so ljudje , ki so si na youtubu ogledali , denimo , eno teorijo zarote , med priporočenimi vsebinami našli še več njih - tako kot pri vseh videoposnetkih .	pred ta biti clovek , ki biti se na youtub ogledati , deti , en teorija zarota , med priporocen vsebina najti se vec on - tako kot pri ves videoposnetek .
1290712923	Delo	neutral	2019	left	2	Govorjenje je poceni , tudi neskončne razprave o teoriji spola so brezplodne , to je podobno kot z več kot sedemdesetimi spoli na facebooku , v realnem življenju te domislice ne pomenijo nič .	govorjenje biti poceni , tudi neskoncen razprava o teorija spol biti brezplodna , ta biti podobno kot z vec kot sedemdeset spol na facebook , v realna zivljenje ta domislica ne pomeniti nic .
1128076313	Delo	neutral	2019	left	2	Zvesta tej tradiciji je v okviru dogodkov ob petdeseti obletnici v Moderni galeriji potekala tudi mednarodna konferenca o tako imenovani black metal teoriji , razmeroma novi in skrajno obskurni teoretski disciplini , ki zbližuje novejše trende v filozofiji z ekstremnim glasbenim žanrom black metala .	zvesta ta tradicija biti v okvir dogodek ob petdeset obletnica v moderni galerija potekati tudi mednaroden konferenca o tako imenovan black metal teorija , razmeroma nov in skrajno obskurna teoretski disciplina , ki zblizuj nov trend v filozofija z ekstremen glasben zanr black metala .
6002014257	Delo	negative	2020	left	2	Za ilustracijo zgolj eden od Janševih tvitov : Stop teoriji spola .	za ilustracija zgolj eden od jansev tvit : stop teorija spol .
1410907040	Delo	negative	2020	left	2	Oglasila se je namreč še nekdanja svetovalka Baracka Obame , Brittany Packnett , in pritrdila teoriji DuVernayeve :	oglasilo se biti namrec se nekdanja svetovalka baracka obama , brittany packnett , in pritrdilo teorija duvernayev :
6332036894	Dnevnik	neutral	2020	left	2	Če avto potrebujete zgolj za ( pri ) mestni prevoz do službe in nazaj , je realni doseg približno 40 kilometrov na elektriko ( v teoriji 62 ) kot naročen za vas .	ce avto potrebovati zgolj za ( pri ) mesten prevoz do sluzba in nazaj , biti realen doseg priblizno 40 kilometer na elektrika ( v teorija 62 ) kot narocen za ti .
6350579471	Dnevnik	neutral	2020	left	2	Medtem ko imamo za vzpon avtoritarnega ksenofobnega populizma v ZDA in Evropi vrhunsko artikulirano , kompleksno in empirično podkrepljeno teorijo nekaterih največjih umov družboslovja , je po drugi strani jugoslovanska verzija teh procesov orientalistično pripisana inherentni krvoločnosti in barbarskosti Balkana , tako imenovanim starodavnim etničnim sovraštvom .	medtem ko imeti za vzpon avtoritarna ksenofoben populizem v zda in evropa vrhunsko artikulirana , kompleksen in empiricno podkrepljena teorija nekateri velik um druzboslovje , biti po drug stran jugoslovanska verzija ta proces orientalisticno pripisan inherentan krvolocnost in barbarskost balkan , tako imenovan starodaven etnicen sovrastvo .
345564428	Tednik Demokracija	neutral	2015	right	2	Tako Katoliška cerkev ni nikoli pristala na teorijo o dveh resnicah , eni razumski in znanstveni , drugi pa verski in teološki .	tako katoliska cerkev biti nikoli pristati na teorija o dva resnica , en razumski in znanstven , drug pa verski in teoloska .
476390439	PortalPolitikis	neutral	2016	right	2	V slabem letu dni mu je uspelo postaviti na glavo vso dosedanjo ameriško politično teorijo .	v slabem leto dan on biti uspeti postaviti na glava ves dosedanjo ameriski politicen teorija .
563131998	Nova24TV	neutral	2016	right	2	Obremenjevanje otrok , ki obiskujejo vrtec , s teorijo spola je zloraba otrok .	obremenjevanje otrok , ki obiskojej vrtec , z teorija spol biti zloraba otrok .
546153220	Nova24TV	neutral	2016	right	2	V šoli učijo teorijo spola , namesto da bi učili o ljubezni do domovine	v sola uciti teorija spol , namesto da biti uciti o ljubezen do domovina
546153220	Nova24TV	neutral	2016	right	2	Že v osnovni šoli vzgajajo otroke o teoriji spola , namesto da bi jih vzgajali o ljubezni do domovine .	ze v osnoven sola vzgajati otrok o teorija spol , namesto da biti on vzgajalo o ljubezen do domovina .
519890501	Nova24TV	neutral	2016	right	2	Papež Frančišek je obsodil teorijo spola - zavzel se je za tradicionalno družino | Nova24TV .	papez francisek biti obsodilo teorija spol - zavzeti se biti za tradicionalen druzina | nova2dtvo .
1193373626	Tednik Demokracija	neutral	2019	right	2	Napaka človeškega razuma , teorijo spola imenuje papež Frančišek , ko govori o lobiju , ki brezobzirno izkorišča tistih nekaj posameznikov s krizo identitete ali homoseksualno nagnjenostjo , ki pa je homoseksualni lobi ne dovoli zdraviti , tudi če je to iskrena želja posameznega homoseksualca ali lezbijke .	napaka cloveski razum , teorija spol imenovati papez francisek , ko govoriti o lobij , ki brezobzirno izkorisce tisti nekaj posameznik z krizo identiteta ali homoseksualno nagnjenost , ki pa biti homoseksualna lob ne dovola zdraviti , tudi ce biti ta iskren zelja posamezen homoseksualec ali lezbijka .
519890501	Nova24TV	neutral	2016	right	2	Vprašanje o teoriji spola Na vprašanje neke ženske iz publike o teoriji spola , ki jo poučujejo v šolah , je odgovoril :	vprasanje o teorija spol na vprasanje nek zenska iz publika o teorija spol , ki on poucevati v sola , biti odgovoriti :
1159202858	PortalPolitikis	negative	2019	right	2	Vatikan se je v ponedeljek vključil v razpravo o t. i. teoriji spola , ki jo je označil za del nejasnega koncepta svobode .	vatikan se biti v ponedeljek vkljuciti v razprava o t . i . teorija spol , ki on biti oznaciti za del nejasen koncept svoboda .
6255388601	Nova24TV	negative	2020	right	2	Vseeno je , če temu rečemo marksizem ali piščanec , abotno je Ker je tviteraš pisal o marksistični teoriji spola , eden komentatorjev pa mu je odgovoril , da Marx o tem ni pisal , je pomembno poudariti , da je to , da speljejo pogovor na razpravo o tem ali gre za marksizem in zakaj ne , pogosto retorično orodje levice .	vseeno biti , ce ta reci marksizem ali piscanec , abotno biti ker biti tviteras pisati o marksisticna teorija spol , eden komentator pa on biti odgovoriti , da marx o ta biti pisati , biti pomemben poudariti , da biti ta , da spelje pogovor na razprava o ta ali iti za marksizem in zakaj ne , pogosto retoricna orodje levica .
519890501	Nova24TV	neutral	2016	right	2	Omenili ste velikega sovražnika zakonskega življenja : teorijo spola .	omeniti biti velika sovraznik zakonski zivljenje : teorija spol .
1085846782	Nova24TV	neutral	2019	right	2	Ampak da si tak svet koherentno razložijo , ga morajo nujno razumeti kot teorijo zarote .	ampak da se tak svet koherentna razlozija , on morati nujno razumeti kot teorija zarota .
1116320686	Nova24TV	neutral	2019	right	2	Prav tako pa se v šolah in javnosti odločno zoperstavite teoriji spola in homo - lezbični - bi - trans - queer seksualni socialni agendi , katere cilj je en sam : razpad družin , drogiranje mladine , uničenje slovenskega naroda in uvajanje kulture smrti .	prav tako pa se v sola in javnost odlocno zoperstavite teorija spol in homa - lezbicen - biti - trans - queer seksualna socialen agend , kateri cilj biti en sam : razpad druzina , drogiranje mladina , unicenje slovenski narod in uvajanje kultura smrt .
1294284867	Tednik Demokracija	negative	2019	right	2	Tedaj namreč ni bilo sledi o teoriji spola , ki naše generacije skuša prepričati v to , da niso genitalije tiste , ki določajo spol .	tedaj namrec biti biti slediti o teorija spol , ki nas generacija skusati prepricati v ta , da biti genitalija tisti , ki dolocati spol .
519890501	Nova24TV	neutral	2016	right	2	Povedal pa je tudi , da je strogo proti teoriji spola in proti lobijem , ki vpeljujejo to teorijo v javno življenje .	povedati pa biti tudi , da biti stroga proti teorija spol in proti lobik , ki vpeljujej ta teorija v javen zivljenje .
885085567	Nova24TV	neutral	2018	right	2	Med drugim menijo , da je sobotna parada ponosa v Zagrebu potrdila povezave med LGBT skupnostjo , ki si prizadeva za omenjeno teorijo , ter nekdanjim jugoslovanskim komunističnim režimom , ki je podobno ogrožal vrednote hrvaškega naroda .	med drug meniti , da biti soboten parada ponos v zagreb potrditi povezava med lgbt skupnost , ki se prizadevati za omenjen teorija , ter nekdanji jugoslovanski komunisticen rezim , ki biti podobno ogrozalo vrednota hrvaski narod .
1187548460	Nova24TV	negative	2019	right	2	Po 11. septembru 2001 , po genocidnem preganjanju kristjanov na Bližnjem vzhodu in po vse večji aktivnosti radikalnega islama tudi na evropskih tleh postajamo vse bolj pozorni na to teorijo o grozečem spopadu civilizacij .	po 11 . september 2001 , po genocidnj preganjanje kristjan na bliznje vzhod in po ves velik aktivnost radikalnig islam tudi na evropski tla postaja ves bolj pozoren na ta teorija o grozec spopad civilizacija .
487425073	Nova24TV	neutral	2016	right	2	Objavljamo izsledke raziskav z inštituta Jožef Stefan , ki so potrdili zanimivo demografsko teorijo o prepovedi fizičnega kaznovanja otrok .	objavljamo izsledek raziskava z institut jozef stefan , ki biti potrditi zanimiv demografska teorija o prepoved fizicen kaznovanje otrok .
1154159512	Tednik Demokracija	negative	2019	right	2	S svojo napako človeškega razuma , kot teorijo spola imenuje papež Frančišek , bi z novim priročnikom radi prali možgane vašim otrokom , čeprav nimajo za takšno početje nikakšne zakonite podlage !	z svoj napaka cloveski razum , kot teorija spol imenovati papez francisek , biti z nov prirocnik rad pralo mozgani vas otrok , ceprav imeti za taksen pocetje nikaksna zakonita podlaga !
