doc_id,class,sentiment,year_published,bias,cluster_label,sentence,lemmatized_sent
265408895,Delo,neutral,2015,left,1,"Pri tem je razred za filološke in literarne vede izrazil željo , da bi mladi humanisti posvetili več pozornosti gejevski in lezbični literaturi , v razredu za naravoslovne vede pa so namignili , da bi bilo koristneje ta denar porabiti za raziskavo , kako z boljšo distribucijo pitne vode omejiti alkoholizem na Slovenskem .","pri ta biti razred za filoloska in literaren veda izraziti zelja , da biti mlad humanist posvetiti vec pozornost gejevski in lezbicen literatura , v razred za naravoslovna veda pa biti namignilo , da biti biti koristnej ta denar porabit za raziskava , kako z boljsa distribucija piten voda omejit alkoholizem na slovenski ."
279996756,Delo,positive,2015,left,1,"Na Dunaju so tik pred začetkom tekmovanja za pesem Evrovizije v znak strpnosti na 120 prehodih za pešce postavili semaforje , ki namesto posamičnih nevtralnih oseb skupaj s simbolom srca prikazujejo pare - tako gejevske , lezbične kot heteroseksualne .","na dunaj biti tik pred zacetek tekmovanje za pesem evrovizija v znak strpnost na 120 prehod za pesce postaviti semafor , ki namesto posamicen nevtralni oseba skupaj z simbol srce prikazovati pare - tako gejevski , lezbicen kot heteroseksualen ."
285797668,vecer.com,positive,2015,left,1,Slovenska gejevska in lezbična skupnost je namreč v pričakovanju zanje pomembne odločitve .,slovenski gejevska in lezbicen skupnost biti namrec v pricakovanje zame pomemben odlocitev .
255076956,Dnevnik,neutral,2015,left,1,"Toda kot rečeno , stvari se spreminjajo : tu je denimo cel val lezbičnih avtoric na Škotskem , ob katerem smo denimo samohranilke spet neke poročevalke z obrobja .","toda kot recena , stvar se spreminjati : tu biti deti cel val lezbicen avtorica na skotsko , ob kateri biti deti samohranilka spet nek porocevalka z obrobje ."
281131239,Delo,positive,2015,left,1,Nagrado za najboljšo igralko sta si razdelili vzhajajoča hollywoodska zvezdnica Rooney Mara za vlogo v lezbični romanci Carol Todda Haynesa ter Francozinja Emmanuelle Bercot za vlogo v filmu Mon roi ( Moj kralj ) režiserke Maïwenn .,nagrada za dober igralko biti se razdeliti vzhajajoc hollywoodska zvezdnica rooney mara za vloga v lezbicen romanec carol todda haynes ter francozinja emmanuelle bercot za vloga v film mon roi ( moj kralj ) reziserka maiwenn .
329053320,Delo,neutral,2015,left,1,Zakonska zveza treh lezbičnih žensk Prav zdaj v Braziliji poteka nadvse razgreta debata o naraščajočem religioznem fundamentalizmu .,zakonska zveza trije lezbicen zenska prav zdaj v brazilij potekati nadvse razgret debata o narascajoc religiozen fundamentalizem .
329053320,Delo,neutral,2015,left,1,"Gre za vest , da so se v Riu de Janeiru poročile tri lezbične ženske : podjetnica , zobozdravnica - obe sta stari 32 let - in 34 - letna upravna delavka .","iti za vest , da biti se v rio de janeiro porocilo trije lezbicen zenska : podjetnica , zobozdravnica - oba biti star 32 leto - in 34 - leten upravna delavka ."
329053320,Delo,neutral,2015,left,1,V priljubljeni telenoveli Avenida Brasil so se nekoč prav tako že poročile tri lezbične ženske .,v priljubljen telenoveli avenida brasilo biti se nekoc prav tako ze porocilo trije lezbicen zenska .
252797552,Dnevnik,neutral,2015,left,1,"V vmesnih etažah romana so v konturah skicirani tudi inserti iz Kokoškine lezbične zveze , ki znotraj vreščanja razjarjenih množic delujejo kot medklici intime .","v vmesen etaza roman biti v kontura skiciran tudi insert iz kokoskina lezbicen zveza , ki znotraj vrescanje razjarjen mnozica delovati kot medklica intima ."
317160926,Delo,positive,2015,left,1,"Poleg zgoraj omenjene biografije Dansko dekle v prvo skupino spada še v Cannesu nagrajeni film Carol , delo proslavljenega režiserja Todda Haynesa , ki se pogosto loteva homoseksualne tematike , in prikazuje težavnost lezbičnega ljubezenskega razmerja v New Yorku v petdesetih .","poleg zgoraj omenjen biografija danska dekle v prvi skupina spadati se v cannes nagrajen film carol , delo proslavljen reziser todda haynes , ki se pogosto lotev homoseksualna tematika , in prikazovati tezavnost lezbicen ljubezenski razmerje v new york v petdeseti ."
504923217,Delo,negative,2016,left,1,"Lani ena transspolna vloga , predlani niti ena sama Vlog , opredeljenih kot gejevske , lezbične ali transspolne , je bilo lani manj kot odstotek , le 32 od 4370 , ki so jih upoštevali v raziskavi , kar pa je vendarle nekaj več od leta 2014 , ko je bilo takih vlog le 19 .","lani en transspolna vloga , predlani niti en sam vloga , opredeljen kot gejevski , lezbicen ali transspoln , biti biti lani manj kot odstotek , le 32 od 4370 , ki biti on upostevati v raziskava , kar pa biti vendarle nekaj vec od leto 2014 , ko biti biti tak vloga le 19 ."
433414927,Delo,neutral,2016,left,1,"Pred nekaj dnevi je organizacija GLAAD , ki skrbi za promocijo agend lezbične , gejevske , biseksualne in transseksualne skupnosti , znane pod kratico LGBT , predstavila izsledke raziskave o zastopanosti raznih spolnih usmeritev in identitet v Hollywoodu .","pred nekaj dan biti organizacija glaad , ki skrbeti za promocija agend lezbicen , gejevski , biseksualna in transseksualna skupnost , znan pod kratica lgbt , predstaviti izsledek raziskava o zastopanost razen spolen usmeritev in identitet v hollywood ."
433414927,Delo,neutral,2016,left,1,"Razsikava je namreč pokazala , da največji studii ( 20th Century Fox , Lionsgate Entertainment , Paramount Pictures , Sony Columbia , Universal Pictures , Walt Disney Studios in Warner Brothers ) le poredko v ospredje postavijo homoseksualnega ali lezbičnega junaka oziroma junakinjo , da pogosto pri ljudeh istospolnih ali drugih usmeritev reproducirajo stereotipe .","razsikava biti namrec pokazati , da velik studia ( tlth century fox , lionsgat entertainment , paramount pictures , sony columbia , universal pictures , walt disney studios in warner brothers ) le poredka v ospredje postavija homoseksualneg ali lezbicen junak oziroma junakinja , da pogosto pri clovek istospolen ali drug usmeritev reproduciraja stereotip ."
565778061,Dnevnik,neutral,2016,left,1,"Pisateljica , prevajalka , publicistka in lezbična aktivistka Suzana Tratnik je tik pred zaznamovanjem dvajsetletnega ustvarjanja izdala sedmo zbirko kratkih zgodb z zgovornim naslovom Noben glas .","pisateljica , prevajalka , publicistka in lezbicen aktivistka suzana tratnik biti tik pred zaznamovanje dvajsetleten ustvarjanje izdala sedmi zbirka kratek zgodba z zgovoren naslov noben glas ."
387676684,Delo,neutral,2016,left,1,"V tem duhu je tudi današnja odločitev italijanskega vrhovnega sodišča , ki je zavrnilo priznanje v ZDA posvojenega otroka lezbičnega para .","v ta duh biti tudi danasnja odlocitev italijanski vrhovneg sodisce , ki biti zavrniti priznanje v zda posvojen otrok lezbicen para ."
387676684,Delo,neutral,2016,left,1,"Zahtevek za zakonito priznanje posvojenega sina je leta 2013 vložil lezbični par , ki se je v ZDA poročil in že več let živi v Bologni .","zahtevek za zakonita priznanje posvojen sin biti leto 2013 vloziti lezbicen par , ki se biti v zda porociti in ze vec leto ziveti v bologna ."
493488047,Delo,neutral,2016,left,1,"O vas se je veliko govorilo , ko so vašo med gledalci priljubljeno junakinjo Lexe v seriji The 100 , ki je bila lezbične usmeritve , ubili .","o ti se biti veliko govoriti , ko biti vas med gledalec priljubljena junakinja lexe v serija the 100 , ki biti biti lezbicen usmeritev , ubiti ."
493488047,Delo,neutral,2016,left,1,Skupnost LGBT se je pritožila nad televizijskim trendom pobijanja lezbičnih likov .,skupnost lgbt se biti pritozilo nad televizijski trend pobijanje lezbicen lik .
459578641,Delo,positive,2016,left,1,"Dogajati se je sicer začelo že ob 10. uri na Novem trgu , ko se bodo predstavile LGBT organizacije , prebirali pa bodo celotno antologijo lezbične poezije","dogajat se biti sicer zaceti ze ob 10 . ura na nov trg , ko se biti predstaviti lgbt organizacija , prebirati pa biti celoten antologija lezbicen poezija"
462099844,Delo,neutral,2016,left,1,"Številne lezbične literatke in literati - Kristina Hočevar , Suzana Tratnik , Nataša Velikonja , Urška Sterle , Brane Mozetič in drugi - so zelo prepoznavni in uveljavljeni tako v getu kot v mainstreamu , prihaja tudi nov val perspektivnih avtoric in avtorjev .","stevilen lezbicen literatka in literati - kristina hocevar , suzana tratnik , natasa velikonja , urska sterle , bran mozetic in drug - biti zelo prepoznavna in uveljavljen tako v get kot v mainstream , prihajati tudi nov val perspektivni avtorica in avtor ."
459348418,Delo,neutral,2016,left,1,"Danes bodo po slovenski prestolnici spet ponosno paradirali pripadniki LGBT ( lezbične , gejevske , biseksualne , transseksualne ) skupnosti .","danes biti po slovenski prestolnica spet ponosna paradirali pripadnik lgbt ( lezbicen , gejevski , biseksualna , transseksualna ) skupnost ."
479033382,Delo,neutral,2016,left,1,"Knjiga z delovnim naslovom Bojne barve , izšla bo pri založbi Škuc Lambda , pa kljub temu ne bo govorila o lezbični ali LGBT - sceni , ker jo premalo poznam .","knjiga z deloven naslov bojna barva , iziti biti pri zalozba skuc lambda , pa kljub ta ne biti govoriti o lezbicen ali lgbt - scena , ker on premalo poznati ."
470600444,Delo,neutral,2016,left,1,Na hamburškem festivalu lezbičnega in gejevskega filma je prejel ursulo za najboljši kratkometražni film Memento Mori .,na hambursko festival lezbicen in gejevski film biti prejeti ursulo za dober kratkometrazna film memento mora .
375819469,Delo,positive,2016,left,1,"Med te sodijo nasilje nad ženskami , položaj žensk v sodobni družbi , obravnavanje ženskega telesa ali lezbični aktivizem .","med ta soditi nasilje nad zenska , polozaj zenska v sodoben druzba , obravnavanje zenski telo ali lezbicen aktivizem ."
428458071,Delo,neutral,2016,left,1,"Po takšnih kampanjah je 20. decembra lani 63,51 odstotka glasujočih zavrnilo spremembo zakona o zakonski zvezi in družinskih razmerjih , ki bi gejevske in lezbične pare povsem izenačila z drugimi .","po taksen kampanja biti 20 . december lani 63 , 51 odstotek glasujoc zavrniti sprememba zakon o zakonska zveza in druzinski razmerje , ki biti gejevski in lezbicen pare povsem izenacilo z drug ."
445379932,Delo,positive,2016,left,1,"V njen literarni opus sodijo kratkoprozne zbirke , romani , otroška slikanica , monodrama , radijska igra in strokovna dela o lezbičnem gibanju v Sloveniji in o lezbični literaturi .","v njen literaren opus soditi kratkoprozna zbirka , roman , otrosek slikanica , monodram , radijska igrati in strokoven delo o lezbicen gibanje v slovenija in o lezbicen literatura ."
490988959,Delo,neutral,2016,left,1,"Zelo zanimivo je , da so bili odzivi na še dve snubitvi med olimpijskimi igrami nekoliko drugačni , ko je šlo za lezbični par , kakor takrat , ko je Qin pokleknil pred He .","zelo zanimiv biti , da biti biti odziv na se dva snubitev med olimpijski igra nekoliko drugacen , ko biti iti za lezbicen par , kakor takrat , ko biti qin poklekniti pred he ."
451354278,Delo,neutral,2016,left,1,"Začetki K4 so bili bolj namenjeni populaciji LGBT ( lezbična , gejevska , biseksualna in transspolna skupnost , op. p. ) .","zacetek k4 biti biti bolj namenjen populacija lgbt ( lezbicen , gejevska , biseksualna in transspolna skupnost , op . p . ) ."
461445216,Delo,neutral,2016,left,1,"Kako se je s pripono ali izločila antična pesnica Sapfa , ki je v svoji pesmi edina odkrito govorila o lezbični poeziji , kar je bila edina neposredna omemba homoseksualne ljubezni na maturi .","kako se biti z pripona ali izlociti anticna pesnica sapfa , ki biti v svoj pesem edin odkrito govoriti o lezbicen poezija , kar biti biti edin neposreden omemba homoseksualna ljubezen na matura ."
688382252,Dnevnik,positive,2017,left,1,"Film je eden izmed prvih lezbičnih filmov na svetu , za čas Nemčije tik pred vzponom nacionalsocializma , ko je vladala ekonomska kriza , pa je izjemno transgresiven - ne le v smislu lezbične seksualnosti , temveč tudi v smislu progresivnega ideala pedagoškega erosa , ki ga upodablja in ki zavrača disciplino , zatiranje , odrekanje in simbolično nasilje sploh .","film biti eden izmed prvi lezbicen film na svet , za cas nemcija tik pred vzpon nacionalsocializem , ko biti vladalo ekonomski kriza , pa biti izjemno transgresiven - ne le v smisel lezbicen seksualnost , temvec tudi v smisel progresiven ideal pedagoski eros , ki on upodabljati in ki zavracati disciplina , zatiranje , odrekanje in simbolicno nasilje sploh ."
629107801,Delo,positive,2017,left,1,"Sledil je roman Baby Jane ( 2005 ) , drama o lezbičnem dekletu , ki se spopada z anksioznostjo .","slediti biti roman baby jan ( 2005 ) , dram o lezbicen dekle , ki se spopadati z anksioznost ."
606881466,vecer.com,positive,2017,left,1,Prva lezbična poroka bo v Mariboru .,prvi lezbicen poroka biti v maribor .
607329936,Delo,positive,2017,left,1,Danes bo v Mariboru partnersko zvezo sklenil prvi lezbični par .,danes biti v maribor partnerska zveza skleniti prvi lezbicen par .
663523308,Dnevnik,neutral,2017,left,1,"Na kritiških lestvicah je za zdaj daleč spredaj Zvjagincev , dobro se držita tudi Östlund in Robin Campillo , Francoz maroškega rodu , ki je s filmom 120 udarcev na minuto posnel kritično kroniko zgodnje dobe aidsa , ko je lezbična in gejevska skupnost koncem osemdesetih let šele začenjala bitko proti državni in splošni indiferenci .","na kritiski lestvica biti za zdaj dalec spredaj zvjaginec , dobro se drzati tudi ostlund in robina campillo , francoz marosko rod , ki biti z film 120 udarec na minuta posneti kriticen kronika zgodnji doba aidsa , ko biti lezbicen in gejevska skupnost konec osemdeseti leto sele zacenjati bitko proti drzaven in splosen indiferenca ."
735296016,vecer.com,neutral,2017,left,1,V Nemčiji bodo danes usodni da dahnili prvi gejevski in lezbični pari .,v nemcija biti danes usoden da dahnila prvi gejevski in lezbicen par .
658353716,Dnevnik,negative,2017,left,1,"Ta vandalizem , uničevanje knjig , je bilo torej dejanje , s katerim se je Hideko osvobajala svojega sadističnega in tiranskega strica , potem ko je skupaj s Sook Hee v lezbični ljubezni našla osvoboditev izpod vsakršne moške tiranije in eksploatacije .","ta vandalizem , unicevanje knjiga , biti biti torej dejanje , z kateri se biti hideko osvobajal svoj sadisticneg in tiranski strica , potem ko biti skupaj z sook hee v lezbicen ljubezen najti osvoboditev izpod vsakrsen moski tiranija in eksploatacija ."
658353716,Dnevnik,negative,2017,left,1,"Služkinja je film preobratov , tako tistih , ki pričajo o pripovedni igrivosti , kot predvsem tega , s katerim lezbična spolnost kar dvakrat pocinglja : sicer vselej v obliki kovinskih kroglic , toda te so prav kot seksualni pripomoček tudi mrtvaški zvonček moške tiranije in seksualne fantazije .","sluzkinja biti film preobrat , tako tisti , ki pricati o pripoveden igrivost , kot predvsem ta , z kateri lezbicen spolnost kar dvakrat pocingelj : sicer vselej v oblika kovinski kroglica , toda ta biti prav kot seksualna pripomocek tudi mrtvaska zvoncek moski tiranija in seksualen fantazija ."
732964675,Delo,neutral,2017,left,1,"S priznanjem Prešernovega sklada nagrajena pisateljica Suzana Tratnik , trenutno nominirana za nagrado novo mesto za zbirko zgodb Noben glas ( Beletrina , 2016 ) , znana tudi po svojem dogoletnem aktivističnem delu na področju lezbičnega gibanja , nas povede v Orwellovo leto 1984 , v brbotanje ljubljanskih alternativ , intimno pa v iskanja svojega prostora pod soncem - skozi postopna dognanja o družinskih in ljubezenskih odnosih , skozi stranpoti in , kasneje , usmeritev v pisanje , skozi vse pogostejše izrekanje svoje spolne usmerjenosti .","z priznanje presernov sklad nagrajen pisateljica suzana tratnik , trenutno nominiran za nagrada nov mesto za zbirka zgodba noben glas ( beletrina , 2016 ) , znan tudi po svoj dogoleten aktivisticnj del na podrocje lezbicen gibanje , jaz poved v orwellovo leto 1984 , v brbotanje ljubljanski alternativ , intimna pa v iskanje svoj prostor pod sonce - skozi postopna dognanje o druzinski in ljubezenski odnos , skozi stranpota in , kasno , usmeritev v pisanje , skozi ves pogost izrekanje svoj spolen usmerjenost ."
672144312,vecer.com,neutral,2017,left,1,"Doslej poznamo - že tudi v Mariboru videne - Fine mrtve djevojke ( drama o lezbičnem paru v travmatični homofobni povojni hrvaški družbi ) , pa tudi duhoviti film Vinka Brešana Svečenikovi otroci ( o župniku , ki luknja kondome na samotnem otoku , ker mu grozi demografski propad ) .","doslej poznati - ze tudi v maribor viden - fine mrtev djevojek ( dram o lezbicen paru v travmaticna homofoben povojna hrvaski druzba ) , pa tudi duhovit film vinko bresana svecenik otrok ( o zupnik , ki luknja kond na samoten otok , ker on groziti demografska propad ) ."
772378295,Delo,neutral,2017,left,1,"Čeprav se pri nas večina aktivistične umetnosti vrti okoli večnih tem neoliberalnega kapitalizma , migracij , multikulturnosti , gejevske in lezbične problematike . . .","ceprav se pri jaz vecina aktivisticne umetnost vrteti okoli vecen ta neoliberalnega kapitalizem , migracija , multikulturnost , gejevski in lezbicen problematika . . ."
580694156,Delo,positive,2017,left,1,"Sledil je roman Baby Jane ( 2005 ) , ljubezenska drama o lezbičnem dekletu , ki se spopada z močno anksioznostjo .","slediti biti roman baby jan ( 2005 ) , ljubezenska dram o lezbicen dekle , ki se spopadati z mocno anksioznost ."
763226029,Delo,neutral,2017,left,1,"Razpoke v ljubeznih Med povabljenimi je tudi lezbični par Jinny ( Emily Mortimer ) in Marthe ( Cherry Jones ) , večer pa razkrije velike razpoke tudi v tem razmerju .","razpok v ljubezen med povabljen biti tudi lezbicen par jinny ( emily mortimer ) in marthe ( cherry jones ) , vecer pa razkrija velik razpok tudi v ta razmerje ."
711689233,Delo,positive,2017,left,1,"A poleg težav z imigracijskimi zakoni , se pojavi še njegovo nekdanje dekle Martine ( Audrey Tautou ) , zdaj ločenka z otrokoma , in njegova lezbična prijateljica , ki ga prosi , če bi bil darovalec sperme . . .","a poleg tezava z imigracijsk zakon , se pojaviti se njegov nekdanji dekle martine ( audrey tautou ) , zdaj locenka z otrok , in njegov lezbicen prijateljica , ki on pros , ce biti biti darovalec sperma . . ."
679978040,Dnevnik,negative,2017,left,1,"Mar bi to po analogiji pomenilo , da bi vsak dogodek heteroseksualnih avtorjev moral vključevati tudi gejevske in lezbične , če bi hotel državno podporo ?","mar biti ta po analogija pomeniti , da biti vsak dogodek heteroseksualni avtor morati vkljucevat tudi gejevski in lezbicen , ce biti hoteti drzaven podpora ?"
681408866,vecer.com,negative,2017,left,1,Mavrična zastava je sicer eden najbolj prepoznavnih simbolov gejevskega in lezbičnega gibanja .,mavricna zastava biti sicer eden najbolj prepoznaven simbol gejevski in lezbicen gibanje .
681409690,Delo,negative,2017,left,1,"Aktivisti so povedali , da jih je policija ustavila , ker so nosili majice z mavričnimi barvami , sicer enega najbolj prepoznavnih simbolov gejevskega in lezbičnega gibanja .","aktivisti biti povedati , da on biti policija ustaviti , ker biti nosilo majica z mavricen barva , sicer en najbolj prepoznaven simbol gejevski in lezbicen gibanje ."
665258351,Delo,neutral,2017,left,1,"Čeprav privabljajo mnogo turistov , ne želimo , da postanejo turistična znamenitost , kamor bi ljudje prihajali delat selfije , da se bodo lahko hvalili , da so obiskali lezbični klub .","ceprav privabljaj mnogo turist , ne zeleti , da postati turisticna znamenitost , kamor biti clovek prihajati delati selfija , da se biti lahko hvalilo , da biti obiskati lezbicen klub ."
719944977,Dnevnik,neutral,2017,left,1,"Uveljavljeno slovensko lezbično prozo že imamo , a še nikoli ni tako pretanjeno opisovala junakinj , ki se s svojo novo identiteto šele spoznavajo , ujete v nehvaležnem medprostoru med lezbičnim in heteroseksualnim svetom .","uveljavljen slovenski lezbicna proza ze imeti , a se nikoli biti tako pretanjena opisovalo junakinj , ki se z svoj nov identiteta sele spoznavati , ujet v nehvalezen medprostor med lezbicen in heteroseksualnim svet ."
719944977,Dnevnik,neutral,2017,left,1,"Pišem namreč za izven in konto , k. g. lezbične scene .","pisati namrec za izven in konto , k . g . lezbicen scena ."
757178730,Dnevnik,positive,2017,left,1,"Mestna občina Ljubljana , ki se trudi biti prijazna do lezbične , gejevske , biseksualne in transspolne skupnosti ( LGBT ) , od leta 2014 podeljuje tudi posebne certifikate LGBT prijazno .","mestna obcina ljubljana , ki se truditi biti prijazen do lezbicen , gejevski , biseksualna in transspoln skupnost ( lgbt ) , od leto 2014 podeljuj tudi poseben certifikat lgbt prijazno ."
770376882,Dnevnik,positive,2017,left,1,"Filmi z lezbičnimi , gejevskimi ali queerovskimi vsebinami , ki jih najpogosteje vidimo , večinoma prihajajo z območij , ki so med najbolj liberalnimi in hkrati najbogatejšimi na svetu .","film z lezbicen , gejevski ali queerovski vsebina , ki on pogosto videti , vecinoma prihajati z obmocje , ki biti med najbolj liberalni in hkrati bogatetat na svet ."
