doc_id	source	sentiment	year_published	bias	cluster_label	sentence	lemmatized_sent
255957647	Delo	positive	2015	left	1	Biti velik ima enako toliko pomanjkljivosti kot biti majhen . . . je bila ena od misli poslanke SMC Simone Kustec Lipicer , ki je širše ponazorila tisto , kar podporniki novele ZZZDR ( zakona o zakonski zvezi in družinskih razmerjih ) opredeljujejo kot njegovo bistvo	biti velik imeti enako toliko pomanjkljivost kot biti majhen . . . biti biti en od misel poslanka smc simona kustec lipicer , ki biti sirsa ponazorilo tisti , kar podpornik novela zzzdr ( zakon o zakonska zveza in druzinski razmerje ) opredeljuje kot njegov bistvo
248790748	vecer.com	neutral	2015	left	1	Prav od SMC je namreč ob Desusovem glasovanju po lastni vesti , odvisno , ali bo novela zakona o zakonski zvezi in družinskih razmerjih , s katero želi Združena levica spremeniti definicijo zakonske zveze v življenjsko skupnost dveh oseb , dobila zadostno podporo v parlamentu .	prav od smc biti namrec ob desusovem glasovanje po lasten vest , odvisen , ali biti novela zakon o zakonska zveza in druzinski razmerje , z kateri zeleti zdruzen levica spremeniti definicija zakonski zveza v zivljenjski skupnost dva oseba , dobiti zadostno podpora v parlament .
349973823	Delo	neutral	2015	left	1	Za novelo zakona o zakonski zvezi in družinskih razmerjih je po pošti glasovalo 194 volivcev , 545 proti , 14 glasovnic je bilo neveljavnih , so danes sporočili z Državne volilne komisije .	za novela zakon o zakonska zveza in druzinski razmerje biti po posta glasovalo 194 volivec , 545 proti , 14 glasovnica biti biti neveljaven , biti danes sporociti z drzavna volilen komisija .
289834386	Delo	positive	2015	left	1	Slovenski parlament je že marca sprejel novelo zakona o zakonski zvezi in družinskih razmerjih , ki tudi istospolnim partnerjem daje pravico do sklenitve zakonske zveze ter vse pravice in dolžnosti , ki izhajajo iz nje .	slovenski parlament biti ze marec sprejeti novela zakon o zakonska zveza in druzinski razmerje , ki tudi istospoln partner dajati pravica do sklenitev zakonski zveza ter ves pravica in dolznost , ki izhajati iz on .
263763073	vecer.com	neutral	2015	left	1	48.164 overjenih podpisov za referendum o noveli zakona o zakonski zvezi in družinskih razmerjih ( ZZZDR ) je zbrala Koalicija Za otroke gre .	48 . 164 overjen podpis za referendum o novel zakon o zakonska zveza in druzinski razmerje ( zzzdr ) biti zbrati koalicija za otrok iti .
266351224	vecer.com	neutral	2015	left	1	Koalicija Za otroke gre je sinoči na ustavno sodišče oddala ustavno pritožbo zoper sklep državnega zbora ( DZ ) , da ne bo razpisal referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih .	koalicija za otrok iti biti sinoci na ustaven sodisce oddala ustaven pritozba zoper sklep drzaven zbor ( dz ) , da ne biti razpisal referendum o novel zakon o zakonska zveza in druzinski razmerje .
266309198	vecer.com	neutral	2015	left	1	Koalicija Za otroke gre je v četrtek zvečer na ustavno sodišče oddala ustavno pritožbo zoper sklep DZ , da ne bo razpisal referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih .	koalicija za otrok iti biti v cetrtek zvecer na ustaven sodisce oddala ustaven pritozba zoper sklep dz , da ne biti razpisal referendum o novel zakon o zakonska zveza in druzinski razmerje .
266351224	vecer.com	neutral	2015	left	1	V primeru zakona o zakonski zvezi in družinskih razmerjih ni bila ugotovljena nobena protiustavnost , nobeno kršenje človekovih pravic , menijo .	v primer zakon o zakonska zveza in druzinski razmerje biti biti ugotovljen noben protiustavnost , nobena krsenje clovekov pravica , meniti .
353264458	Delo	neutral	2015	left	1	Božiček je letos še posebej razveselil Romana Vodeba , teoretskega psihoanalitika , organizatorja kampanje proti noveli zakona o zakonski zvezi in družinskih razmerjih , ki ga je na nedavnem referendumu zavrnilo dobrih 63 odstotkov udeležencev .	bozicek biti letos se posebej razveseliti roman vodeb , teoretski psihoanalitika , organizator kampanja proti novel zakon o zakonska zveza in druzinski razmerje , ki on biti na nedaven referendum zavrniti dober 63 odstotek udelezenec .
259399474	vecer.com	neutral	2015	left	1	Predsednik DZ Milan Brglez je kot prvi dan roka za zbiranje podpisov volivk in volivcev v podporo zahtevi za razpis zakonodajnega referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih določil ponedeljek , 23. marec .	predsednik dz milan brglez biti kot prvi dan roka za zbiranje podpis volivka in volivec v podpora zahteva za razpis zakonodajnig referendum o novel zakon o zakonska zveza in druzinski razmerje dolocilo ponedeljek , 23 . marec .
244191495	vecer.com	neutral	2015	left	1	Takšno mnenje k predlogu novele zakona o zakonski zvezi in družinskih razmerjih , ki so jo v parlamentarno proceduro vložili poslanci Združene levice , so včeraj soglasno sprejeli člani vlade .	taksen mnenje k predlog novela zakon o zakonska zveza in druzinski razmerje , ki biti on v parlamentarna procedura vloziti poslanec zdruzen levica , biti vceraj soglasno sprejeti clan vlada .
257025866	Delo	neutral	2015	left	1	Poslanke in poslanci so novelo zakona o zakonski zvezi in družinskih razmerjih , na podlagi katere istospolni pari dobivajo pravico do sklenitve zakonske zveze in vse pravice in dolžnosti , ki iz nje izhajajo , z 51 glasovi za in 28 glasovi proti sprejeli prejšnji torek .	poslanka in poslanec biti novela zakon o zakonska zveza in druzinski razmerje , na podlaga kateri istospoln par dobivati pravica do sklenitev zakonski zveza in ves pravica in dolznost , ki iz on izhajati , z 51 glas za in 28 glas proti sprejeti prejsnji torek .
411083493	Delo	negative	2016	left	1	Za odziv na kritiko predsednika ustavnega sodišča smo prosili tudi poslanko SMC Jasno Murgel , ki jo je Mozetič , ne da bi navedel njeno ime , tudi kritiziral zaradi sporočila , objavljenega na omrežju facebook po tem , ko so volivci lani na referendumu večinsko zavrnili dopolnitev zakona o zakonski zvezi in družinskih razmerjih .	za odziv na kritika predsednik ustaven sodisce biti prosilo tudi poslanka smc jasen murgel , ki on biti mozetic , ne da biti navesti njen ime , tudi kritiziral zaradi sporocilo , objavljen na omrezje facebook po ta , ko biti volivec lani na referendum vecinska zavrniti dopolnitev zakon o zakonska zveza in druzinski razmerje .
617593522	vecer.com	neutral	2017	left	1	Vse kaže , da bo Slovenija po 41 letih od sprejetja zakona o zakonski zvezi in družinskih razmerjih le dobila sodoben družinski zakonik , katerega cilj je izboljšanje položaja otroka v družinskih razmerjih .	ves kazati , da biti slovenija po 41 leto od sprejetje zakon o zakonska zveza in druzinski razmerje le dobiti sodoben druzinski zakonik , kateri cilj biti izboljsanje polozaj otrok v druzinski razmerje .
246428132	Dnevnik	neutral	2015	left	1	Poslanska skupina SMC podpira predlog novele zakona o zakonski zvezi in družinskih razmerjih , ki ga je sredi decembra lani v parlamentarni postopek vložila ZL .	poslanska skupina smc podpirati predlog novela zakon o zakonska zveza in druzinski razmerje , ki on biti sredi december lani v parlamentaren postopek vloziti zl .
246428132	Dnevnik	neutral	2015	left	1	Predlog novele zakona o zakonski zvezi in družinskih razmerjih , ki ga je v zakonodajni postopek sredi decembra lani vložila poslanska skupina Združene levice , istospolno skupnost v vseh elementih izenačuje z zakonsko zvezo .	predlog novela zakon o zakonska zveza in druzinski razmerje , ki on biti v zakonodajna postopek sredi december lani vloziti poslanska skupina zdruzen levica , istospolno skupnost v ves element izenacuj z zakonski zveza .
449015065	Delo	neutral	2016	left	1	Kar štirideset let po sprejetju zakona o zakonski zvezi in družinskih razmerjih ( ZZZDR ) , ki je daljnega leta 1976 veljal za silno sodoben predpis , družba pa se je vmes precej spremenila , je šel danes na pot v javno razpravo nov družinski zakonik .	kar stirideset leto po sprejetje zakon o zakonska zveza in druzinski razmerje ( zzzdr ) , ki biti daljna leto 1976 veljati za silno sodoben predpis , druzba pa se biti vmes precej spremeniti , biti iti danes na pot v javen razprava nov druzinski zakonik .
6039340154	Delo	neutral	2020	left	1	Pred meseci je precej pozornosti v javnosti zbudilo dejstvo , da je register pogodb o premoženjskopravnih razmerjih , ki ga vodi notarska zbornica , javen .	pred mesec biti precej pozornost v javnost zbudilo dejstvo , da biti register pogodba o premozenjskopravni razmerje , ki on voditi notarska zbornica , javen .
240589588	Delo	neutral	2015	left	1	Novela zakona o zakonski zvezi in družinskih razmerjih , ki jo predlaga opozicijska ZL , istospolno skupnost v vseh elementih izenačuje z zakonsko zvezo .	novela zakon o zakonska zveza in druzinski razmerje , ki on predlagati opozicijski zl , istospolno skupnost v ves element izenacuj z zakonski zveza .
448140713	Delo	neutral	2016	left	1	Že po sedaj veljavnem zakonu o zakonski zvezi in družinskih razmerjih pa lahko v homoseksualnih zvezah en partner posvoji biološkega otroka drugega partnerja , če ni drugega starša .	ze po sedaj veljaven zakon o zakonska zveza in druzinski razmerje pa lahko v homoseksualni zveza en partner posvoj bioloski otrok drug partner , ce biti drug stars .
248790645	vecer.com	neutral	2015	left	1	V SDS , NSi , Katoliški cerkvi in nekaterih civilnih gibanjih svarijo pred redefinicijo družine Čez prvo , a pomembno parlamentarno oviro je bila včeraj pospremljena novela zakona o zakonski zvezi in družinskih razmerjih , ki na predlog Združene levice spreminja definicijo zakonske zveze .	v sds , nsi , katoliski cerkev in nekateri civilnih gibanje svarija pred redefinicija druzina cez prvi , a pomemben parlamentarna oviro biti biti vceraj pospremljen novela zakon o zakonska zveza in druzinski razmerje , ki na predlog zdruzen levica spreminjati definicija zakonski zveza .
262395223	vecer.com	neutral	2015	left	1	Poslanci bodo jutri na izredni seji glasovali o dopustnosti referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih .	poslanec biti jutri na izreden seja glasovati o dopustnost referendum o novel zakon o zakonska zveza in druzinski razmerje .
262395223	vecer.com	neutral	2015	left	1	Kakšen bo dokončen predlog sklepa o nedopustnosti referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih , ki izenačuje pravice istospolnih in raznospolnih parov , o katerem bodo poslanci glasovali , še ni znano .	kaksen biti dokoncen predlog sklep o nedopustnost referendum o novel zakon o zakonska zveza in druzinski razmerje , ki izenacuj pravica istospolen in raznospoln par , o kateri biti poslanec glasovati , se biti znan .
241315166	Delo	neutral	2015	left	1	Združena levica ( ZL ) je pred enim mesecem v zakonodajni postopek vložila predlog za spremembo zakona o zakonski zvezi in družinskih razmerjih .	zdruzen levica ( zl ) biti pred en mesec v zakonodajna postopek vloziti predlog za sprememba zakon o zakonska zveza in druzinski razmerje .
241315166	Delo	neutral	2015	left	1	Če bo sprememba zakona o zakonski zvezi in družinskih razmerjih sprejeta , zakon o partnerski skupnosti ( ZPS ) niti ne bo potreben , če bo padla , pa se bo obravnava ZPS , ki bo nadomestil v več točkah neustavni zakon o registraciji istospolne partnerske skupnosti , nadaljevala .	ce biti sprememba zakon o zakonska zveza in druzinski razmerje sprejet , zakon o partnerska skupnost ( zps ) niti ne biti potreben , ce biti pasti , pa se biti obravnavati zps , ki biti nadomestilo v vec tocka neustavna zakon o registracija istospolen partnerska skupnost , nadaljevati .
338205906	Delo	neutral	2015	left	1	Zakaj se boste 20. decembra udeležili referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih ?	zakaj se biti 20 . december udeleziti referendum o novel zakon o zakonska zveza in druzinski razmerje ?
304900973	Delo	neutral	2015	left	1	Za otroke gre , ki je zahtevala referendum o noveli zakona o zakonski zvezi in družinskih razmerjih .	za otrok iti , ki biti zahtevati referendum o novel zakon o zakonska zveza in druzinski razmerje .
266309198	vecer.com	neutral	2015	left	1	Poslanci so namreč 26. marca s 53 glasovi za in 21 proti zavrnili razpis referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih ter zaustavili zbiranje podpisov volivcev za podporo zahtevi za razpis referenduma .	poslanec biti namrec 26 . marec z 53 glas za in 21 proti zavrniti razpis referendum o novel zakon o zakonska zveza in druzinski razmerje ter zaustavilo zbiranje podpis volivec za podpora zahteva za razpis referendum .
316192668	vecer.com	neutral	2015	left	1	Ustavni sodniki odločitve o dopustnosti referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih še niso sprejeli , so danes zatrdili na ustavnem sodišču .	ustavna sodnik odlocitev o dopustnost referendum o novel zakon o zakonska zveza in druzinski razmerje se biti sprejeti , biti danes zatrdili na ustaven sodisce .
308153976	vecer.com	neutral	2015	left	1	Državni zbor je razpis referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih , ki pravice homoseksualnih parov izenačuje s pravicami heteroseksualnih parov , zavrnil 26. marca letos .	drzaven zbor biti razpis referendum o novel zakon o zakonska zveza in druzinski razmerje , ki pravica homoseksualni par izenacuj z pravica heteroseksualni par , zavrniti 26 . marec letos .
316187655	Delo	neutral	2015	left	1	Spremembe zakona o zakonski zvezi in družinskih razmerjih je v parlamentarno proceduro vložila Združena levica ( ZL ) , kasneje pa je koalicija	sprememba zakon o zakonska zveza in druzinski razmerje biti v parlamentarna procedura vloziti zdruzen levica ( zl ) , kasno pa biti koalicija
349357050	Delo	neutral	2015	left	1	Zavrnitvenega zakonodajnega referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih , ki ga je predlagala koalicija Za otroke gre ! , se je udeležilo dobrih 36 odstotkov volilnih upravičencev .	zavrnitveneg zakonodajnig referendum o novel zakon o zakonska zveza in druzinski razmerje , ki on biti predlagati koalicija za otrok iti ! , se biti udeleziti dober 36 odstotek volilen upravicenec .
261933499	vecer.com	neutral	2015	left	1	Danes se je začelo zbiranje podpisov za referendum proti noveli zakona o zakonski zvezi in družinskih razmerjih ( ZZZDR ) , ki pravice istospolnih parov izenačuje s pravicami raznospolnih parov .	danes se biti zaceti zbiranje podpis za referendum proti novel zakon o zakonska zveza in druzinski razmerje ( zzzdr ) , ki pravica istospolen par izenacuj z pravica raznospoln par .
261911426	Delo	neutral	2015	left	1	Argumenti nasprotnikov novele neresnični Kot je Vatovec pojasnil na skupni na novinarski konferenci poslancev , je odločanje o človekovih pravicah istospolnih , kot jim jih daje novela zakona o zakonski zvezi in družinskih razmerjih , nedopustno , saj gre v primeru te novele za odpravo obstoječe sistemske diskriminacije .	argumenti nasprotnik novela neresnicna kot biti vatovec pojasniti na skupen na novinarski konferenca poslanec , biti odlocanje o clovekov pravica istospolen , kot on on dajati novela zakon o zakonska zveza in druzinski razmerje , nedopustno , saj iti v primer ta novela za odprava obstojec sistemski diskriminacija .
257625198	vecer.com	neutral	2015	left	1	S to peticijo jim pokažimo , da nas je takšnih , ki mislimo da moramo imeti vsi enake pravice , več kot 80.000 , pravijo pobudniki spletne peticije za spremembo zakona o zakonski zvezi in družinskih razmerjih .	z ta peticija on pokazimo , da jaz biti taksen , ki misliti da morati imeti ves enak pravica , vec kot 80 . 000 , praviti pobudnik spleten peticija za sprememba zakon o zakonska zveza in druzinski razmerje .
255723151	Dnevnik	neutral	2015	left	1	Preden bodo poslanci odločali o spremembah zakona o zakonski zvezi in družinskih razmerjih , s katerimi bi se povsem izenačile pravice raznospolnih in istospolnih parov , smo s trditvami nasprotnikov takšne ureditve soočili strokovnjake .	preden biti poslanec odlocati o sprememba zakon o zakonska zveza in druzinski razmerje , z kateri biti se povsem izenacilo pravica raznospoln in istospolen par , biti z trditev nasprotnik taksen ureditev soociti strokovnjak .
255723151	Dnevnik	neutral	2015	left	1	Poslanci so včeraj začeli redno sejo , na kateri bodo med drugim odločali tudi o noveli zakona o zakonski zvezi in družinskih razmerjih ( v nadaljevanju noveli ) , s katerimi bi se povsem izenačile pravice raznospolnih in istospolnih parov .	poslanec biti vceraj zaceti redno seja , na kateri biti med drug odlocati tudi o novel zakon o zakonska zveza in druzinski razmerje ( v nadaljevanje novel ) , z kateri biti se povsem izenacilo pravica raznospoln in istospolen par .
308153976	vecer.com	neutral	2015	left	1	Ustavni sodniki bodo danes nadaljevali obravnavo pritožbe skupine državljanov zoper sklep DZ o zavrnitvi razpisa zakonodajnega referenduma o noveli zakona o zakonski zvezi in družinskih razmerjih .	ustavna sodnik biti danes nadaljevati obravnava pritozba skupina drzavljan zoper sklep dz o zavrnitev razpis zakonodajnig referendum o novel zakon o zakonska zveza in druzinski razmerje .
730199724	vecer.com	neutral	2017	left	1	Spomnimo , da je Egidij Kozjek nastopal tudi na referendumskem soočenju , ko je bilo govora o zakonu o zakonski zvezi in družinskih razmerjih oziroma pravicah istospolnih parov .	spomnimo , da biti egidij kozjek nastopal tudi na referendumski soocenje , ko biti biti govor o zakon o zakonska zveza in druzinski razmerje oziroma pravica istospolen par .
258173663	vecer.com	neutral	2015	left	1	Državni svetniki so sinoči s 14 glasovi za in 23 proti zavrnili predlog interesne skupine lokalnih skupnosti , da bi na novelo zakona o zakonski zvezi in družinskih razmerjih , ki istospolnim parom daje enake pravice , kot jih imajo raznospolni pari , izglasovali veto .	drzaven svetnik biti sinoci z 14 glas za in 23 proti zavrniti predlog interesna skupina lokalen skupnost , da biti na novela zakon o zakonska zveza in druzinski razmerje , ki istospoln par dajati enak pravica , kot on imeti raznospoln par , izglasovati veto .
255875222	Dnevnik	neutral	2015	left	1	Predlogu novele zakona o zakonski zvezi in družinskih razmerjih , ki registrirano istospolno partnersko skupnost v vseh elementih izenačuje z zakonsko zvezo , se obeta podpora .	predlog novela zakon o zakonska zveza in druzinski razmerje , ki registrirana istospolno partnerska skupnost v ves element izenacuj z zakonski zveza , se obetati podpora .
346841464	Delo	negative	2015	left	1	Teoretski psihoanalitik , freudovec Roman Vodeb pet dni pred referendumskim odločanjem o noveli zakona o zakonski zvezi in družinskih razmerjih ugotovil , da so mu hekerji zminirali glavni profil na facebooku , prek katerega je vodil kampanjo proti istospolnim družinam .	teoretski psihoanalitik , freudovec roman vodeb pet dan pred referendumski odlocanje o novel zakon o zakonska zveza in druzinski razmerje ugotoviti , da biti on heker zminiral glaven profilo na facebook , prek kateri biti voditi kampanja proti istospoln druzina .
346841464	Delo	negative	2015	left	1	Novela zakona o zakonski zvezi in družinskih razmerjih , je prepričan Vodeb , krši tudi ustavo .	novela zakon o zakonska zveza in druzinski razmerje , biti preprican vodeb , krs tudi ustava .
331083116	Delo	neutral	2015	left	1	O noveli zakona o zakonski zvezi in družinskih razmerjih bomo odločali na referendumu 20. decembra .	o novel zakon o zakonska zveza in druzinski razmerje biti odlocati na referendum 20 . december .
246135136	Dnevnik	neutral	2015	left	1	Poslanska skupina največje vladne stranke je namreč včeraj sklenila , da bo podprla spremembe zakona o zakonski zvezi in družinskih razmerjih ( ZZZDR ) , po katerih bi se pravice in dolžnosti raznospolnih in istospolnih parov popolnoma izenačile .	poslanska skupina velik vladen stranka biti namrec vceraj skleniti , da biti podpreti sprememba zakon o zakonska zveza in druzinski razmerje ( zzzdr ) , po kateri biti se pravica in dolznost raznospoln in istospolen par popolnoma izenacilo .
330411011	Delo	neutral	2015	left	1	Se bo Slovenija spet ujela v past ideoloških razprtij ali pa bo tokrat v razpravi o družinskih razmerjih kaj več prostora za strokovno podprte argumente , pravne , sociološke , psihološke , z mednarodnimi primerjavami .	se biti slovenija spet ujeti v past ideoloski razprtje ali pa biti tokrat v razprava o druzinski razmerje kaj vec prostor za strokoven podprt argument , praven , socioloska , psiholoski , z mednaroden primerjava .
468534081	Delo	neutral	2016	left	1	Savage med drugim piše kolumno Savage Love , v kateri svetuje o razmerjih in seksu .	savaga med drug pisati kolumna savaga lova , v kateri svetovati o razmerje in seks .
248766460	Dnevnik	positive	2015	left	1	Novela zakona o zakonski zvezi in družinskih razmerjih , ki bi istospolnim parom omogočila poroke in posvojitev otrok , bi namreč po prepričanju komisije zdajšnje pojmovanje in vrednotenje zakonskega in družinskega življenja izpostavila novim pretresom in ga še bolj razvrednotila , posvojene otroke pa izpostavila nepredvidljivim in nepopravljivim posledicam .	novela zakon o zakonska zveza in druzinski razmerje , ki biti istospoln par omogociti poroka in posvojitev otrok , biti namrec po prepricanje komisija zdajsnje pojmovanje in vrednotenje zakonski in druzinski zivljenje izpostavilo nov pretres in on se bolj razvrednotilo , posvojen otrok pa izpostavilo nepredvidljivo in nepopravljiv posledica .
250599460	Delo	positive	2015	left	1	Predlog Združene levice o spremembi zakona o zakonski zvezi in družinskih razmerjih , ki predvideva izenačenje statusa istospolnih parov s heteroseksualnimi , ima več kot polovično podporo , kaže anketa Dela , ki smo jo opravili prejšnji teden .	predlog zdruzen levica o sprememba zakon o zakonska zveza in druzinski razmerje , ki predvidevati izenacenje status istospolen par z heteroseksualen , imeti vec kot polovicna podpora , kazati anket delo , ki biti on opraviti prejsnji teden .
257816252	Delo	neutral	2015	left	1	V Združeni levici , ki je predlagala spremembo zakona o zakonski zvezi in družinskih razmerjih ( ZZZDR ) , pravijo , da popravljena ustavna ureditev določa , da o zakonih , ki odpravljajo protiustavnost na področju človekovih pravic in temeljnih svoboščin , referendum ni dopusten .	v zdruzen levica , ki biti predlagati sprememba zakon o zakonska zveza in druzinski razmerje ( zzzdr ) , praviti , da popravljen ustavna ureditev dolocati , da o zakon , ki odpravljaj protiustavnost na podrocje clovekov pravica in temeljen svoboscina , referendum biti dopusten .
324912703	vecer.com	neutral	2015	left	1	Koalicija za otroke gre ! , ki je vložila referendumsko pobudo za zakon o zakonski zvezi in družinskih razmerjih , je za danes ob 13. uri sklicala novinarsko konferenco .	koalicija za otrok iti ! , ki biti vloziti referendumska pobuda za zakon o zakonska zveza in druzinski razmerje , biti za danes ob 13 . ura sklicati novinarski konferenca .
345061302	Delo	neutral	2015	left	1	V Nemčiji temeljni korak naredi zakonodajalec , ustavno sodišče pa potem razsoja o posameznih konfliktnih razmerjih .	v nemcija temeljen korak narediti zakonodajalec , ustaven sodisce pa potem razsoj o posamezen konfliktno razmerje .
263369448	vecer.com	neutral	2015	left	1	Poslanci mavrične koalicije ( ZL , SD , SMC , ZaAB in Desus ) so s 53 glasovi za in 21 proti ( SDS in NSi ) sklenili , da je referendum o noveli zakona o zakonski zvezi in družinskih razmerjih , ki izenačuje pravice istospolnih in raznospolnih parov , nedopusten .	poslanec mavricna koalicija ( zl , sd , smc , zaab in desus ) biti z 53 glas za in 21 proti ( sds in nsi ) sklenilo , da biti referendum o novel zakon o zakonska zveza in druzinski razmerje , ki izenacuj pravica istospolen in raznospoln par , nedopusten .
258173616	vecer.com	neutral	2015	left	1	V tem prispevku ne bom govoril kot politik , ker to nisem , pa tudi ne kot predstavnik tiste strani , ki je v torek , 3. marca , z izglasovanjem zakona o zakonski zvezi in družinskih razmerjih doživela politični poraz .	v ta prispevek ne biti govoriti kot politik , ker ta biti , pa tudi ne kot predstavnik tisti stran , ki biti v torek , 3 . marec , z izglasovanje zakon o zakonska zveza in druzinski razmerje doziveti politicen poraz .
255990111	Dnevnik	negative	2015	left	1	Včerajšnja potrditev sprememb zakona o zakonski zvezi in družinskih razmerjih v državnem zboru , s katerimi bi se lahko Slovenija na področju človekovih pravic postavila ob bok najrazvitejšim državam , še ne more biti razlog za zadovoljstvo .	vcerajsnja potrditev sprememba zakon o zakonska zveza in druzinski razmerje v drzaven zbor , z kateri biti se lahko slovenija na podrocje clovekov pravica postaviti ob bok najrazvitej drzava , se ne moci biti razlog za zadovoljstvo .
256022575	Dnevnik	neutral	2015	left	1	Poslanci so včeraj sprejeli novelo zakona o zakonski zvezi in družinskih razmerjih , s katero istospolni pari dobivajo pravico , da sklenejo zakonsko zvezo , in posledično tudi možnost posvojitve otrok .	poslanec biti vceraj sprejeti novela zakon o zakonska zveza in druzinski razmerje , z kateri istospoln par dobivati pravica , da sklenoja zakonski zveza , in posledicno tudi moznost posvojitev otrok .
256022575	Dnevnik	neutral	2015	left	1	Državni zbor je sinoči z 51 glasovi za in 28 glasovi proti sprejel novelo zakona o zakonski zvezi in družinskih razmerjih , na podlagi katere istospolni pari dobivajo pravico skleniti zakonsko zvezo .	drzaven zbor biti sinoci z 51 glas za in 28 glas proti sprejeti novela zakon o zakonska zveza in druzinski razmerje , na podlaga kateri istospoln par dobivati pravica sklenita zakonski zveza .
